"",".y.","group1","group2","n1","n2","statistic","df","p","p.adj","p.adj.signif"
"1","inv_simpson","catch","cfr",267,267,-8.83719725063242,266,1.37e-16,8.22e-16,"****"
"2","inv_simpson","catch","cons",267,267,-3.29790745440335,266,0.001,0.007,"**"
"3","inv_simpson","catch","sold",267,267,21.163906339493,266,5.81e-59,3.49e-58,"****"
"4","inv_simpson","cfr","cons",267,267,7.81297563694608,266,1.3e-13,7.8e-13,"****"
"5","inv_simpson","cfr","sold",267,267,25.4329624210182,266,3.47e-73,2.08e-72,"****"
"6","inv_simpson","cons","sold",267,267,21.5169111338234,266,3.59e-60,2.15e-59,"****"
