cfrid,year,month,scode_biom,sgroup_biom,sname_biom,totalweight_biom,timekey1,timekey2,timekey3
"16. Boeng Thea",2012,11,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",23,1,1,1
"16. Boeng Thea",2012,11,68,25,"Macrognathus siamensis",13.7,1,1,1
"16. Boeng Thea",2012,11,70,26,"Mastacembelus armatus",0,1,1,1
"16. Boeng Thea",2012,11,74,27,"Acantopsis sp. ""stripe""",0,1,1,1
"16. Boeng Thea",2012,11,79,30,"Hampala macrolepidota",62,1,1,1
"16. Boeng Thea",2012,11,83,32,"Syncrossus beauforti",5,1,1,1
"16. Boeng Thea",2012,11,102,34,"Osteochilus vittatus/lini/hasselti",70,1,1,1
"16. Boeng Thea",2012,11,104,36,"Labeo chrysophekadion",63,1,1,1
"16. Boeng Thea",2012,11,107,38,"Oxygaster pointoni",248,1,1,1
"16. Boeng Thea",2012,11,108,38,"Paralaubuca typus",141,1,1,1
"16. Boeng Thea",2012,11,128,7,"Thynnichthys thynnoides",2,1,1,1
"16. Boeng Thea",2012,11,129,0,"Toxotes microlepis",0,1,1,1
"16. Boeng Thea",2012,11,137,43,"Monotrete cochinchinensis",0,1,1,1
"16. Boeng Thea",2012,11,143,18,"Betta prima",0,1,1,1
"16. Boeng Thea",2012,11,148,47,"Doryichthys boaja",16,1,1,1
"16. Boeng Thea",2013,2,7,1,"Mystus bocourti",17.8,2,2,
"16. Boeng Thea",2013,2,9,3,"Anematichthys/Cyclocheilichthys apogon",71.3,2,2,
"16. Boeng Thea",2013,2,12,3,"Cyclocheilichthys lagleri",29.9,2,2,
"16. Boeng Thea",2013,2,16,5,"Puntius brevis",59.4,2,2,
"16. Boeng Thea",2013,2,24,9,"Esomus metallicus",3.1,2,2,
"16. Boeng Thea",2013,2,25,9,"Esomus longimanus",12.3,2,2,
"16. Boeng Thea",2013,2,27,9,"Amblypharyngodon chulabhornae",8.600000000000001,2,2,
"16. Boeng Thea",2013,2,44,15,"Datnioides undecimradiatus",4,2,2,
"16. Boeng Thea",2013,2,45,15,"Nandus nandus",1,2,2,
"16. Boeng Thea",2013,2,47,15,"Pristolepis fasciata",152.9,2,2,
"16. Boeng Thea",2013,2,49,16,"Parambassis wolffii",55.2,2,2,
"16. Boeng Thea",2013,2,50,16,"Parambassis siamensis",171.1,2,2,
"16. Boeng Thea",2013,2,53,17,"Trichopodus trichopterus",15.3,2,2,
"16. Boeng Thea",2013,2,59,19,"Notopterus notopterus",73.3,2,2,
"16. Boeng Thea",2013,2,63,21,"Xenentodon cancila",10,2,2,
"16. Boeng Thea",2013,2,79,30,"Hampala macrolepidota",37.1,2,2,
"16. Boeng Thea",2013,2,102,34,"Osteochilus vittatus/lini/hasselti",9.4,2,2,
"16. Boeng Thea",2013,2,128,7,"Thynnichthys thynnoides",201.9,2,2,
"16. Boeng Thea",2013,2,140,1,"Mystus wolffi",26.9,2,2,
"16. Boeng Thea",2013,2,149,48,"Wallago attu",151.8,2,2,
"16. Boeng Thea",2013,2,159,61,"Cyclocheilichthys enoplos",193.3,2,2,
"16. Boeng Thea",2013,5,1,1,"Mystus albolineatus",11.3,3,3,2
"16. Boeng Thea",2013,5,12,3,"Cyclocheilichthys lagleri",145.6,3,3,2
"16. Boeng Thea",2013,5,16,5,"Puntius brevis",113.1,3,3,2
"16. Boeng Thea",2013,5,25,9,"Esomus longimanus",8,3,3,2
"16. Boeng Thea",2013,5,37,11,"Puntioplites proctozystron",134.2,3,3,2
"16. Boeng Thea",2013,5,41,13,"Clarias macrocephalus",206.5,3,3,2
"16. Boeng Thea",2013,5,49,16,"Parambassis wolffii",53,3,3,2
"16. Boeng Thea",2013,5,50,16,"Parambassis siamensis",238.5,3,3,2
"16. Boeng Thea",2013,5,52,17,"Trichogaster microlepis",17.3,3,3,2
"16. Boeng Thea",2013,5,63,21,"Xenentodon cancila",83.69999999999999,3,3,2
"16. Boeng Thea",2013,5,68,25,"Macrognathus siamensis",1.5,3,3,2
"16. Boeng Thea",2013,5,69,25,"Macrognathus semiocellatus",14.6,3,3,2
"16. Boeng Thea",2013,5,101,34,"Poropuntius normani",11.5,3,3,2
"16. Boeng Thea",2013,5,102,34,"Osteochilus vittatus/lini/hasselti",4.6,3,3,2
"16. Boeng Thea",2013,5,105,37,"Osteochilus melanopleurus",2.3,3,3,2
"16. Boeng Thea",2013,5,106,10,"Corica laciniata",17,3,3,2
"16. Boeng Thea",2013,5,107,38,"Oxygaster pointoni",2.4,3,3,2
"16. Boeng Thea",2013,5,138,9,"Rasbora caudimaculata",9.800000000000001,3,3,2
"16. Boeng Thea",2013,8,1,1,"Mystus albolineatus",22.8,4,4,3
"16. Boeng Thea",2013,8,7,1,"Mystus bocourti",17.2,4,4,3
"16. Boeng Thea",2013,8,8,2,"Hemibagrus spilopterus/nemurus",403.9,4,4,3
"16. Boeng Thea",2013,8,12,3,"Cyclocheilichthys lagleri",240.64,4,4,3
"16. Boeng Thea",2013,8,16,5,"Puntius brevis",2.6,4,4,3
"16. Boeng Thea",2013,8,41,13,"Clarias macrocephalus",188.2,4,4,3
"16. Boeng Thea",2013,8,49,16,"Parambassis wolffii",124.3,4,4,3
"16. Boeng Thea",2013,8,50,16,"Parambassis siamensis",209.3,4,4,3
"16. Boeng Thea",2013,8,60,19,"Chitala blanci",3.3,4,4,3
"16. Boeng Thea",2013,8,70,26,"Mastacembelus armatus",11.7,4,4,3
"16. Boeng Thea",2013,8,107,38,"Oxygaster pointoni",18.8,4,4,3
"16. Boeng Thea",2013,8,126,10,"Clupeichthys aesarnensis",99.09999999999999,4,4,3
"16. Boeng Thea",2013,11,4,1,"Mystus mysticetus",739.6999999999999,5,5,4
"16. Boeng Thea",2013,11,9,3,"Anematichthys/Cyclocheilichthys apogon",262,5,5,4
"16. Boeng Thea",2013,11,16,5,"Puntius brevis",225.8,5,5,4
"16. Boeng Thea",2013,11,21,6,"Labiobarbus leptocheilus",8.199999999999999,5,5,4
"16. Boeng Thea",2013,11,22,8,"Henicorhynchus siamensis",16.5,5,5,4
"16. Boeng Thea",2013,11,25,9,"Esomus longimanus",9.4,5,5,4
"16. Boeng Thea",2013,11,47,15,"Pristolepis fasciata",27.6,5,5,4
"16. Boeng Thea",2013,11,48,16,"Parambassis apogonoides",773.0999999999999,5,5,4
"16. Boeng Thea",2013,11,49,16,"Parambassis wolffii",22.6,5,5,4
"16. Boeng Thea",2013,11,52,17,"Trichogaster microlepis",86.40000000000001,5,5,4
"16. Boeng Thea",2013,11,53,17,"Trichopodus trichopterus",29.7,5,5,4
"16. Boeng Thea",2013,11,63,21,"Xenentodon cancila",109.5,5,5,4
"16. Boeng Thea",2013,11,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",10.6,5,5,4
"16. Boeng Thea",2013,11,79,30,"Hampala macrolepidota",35.3,5,5,4
"16. Boeng Thea",2013,11,102,34,"Osteochilus vittatus/lini/hasselti",106.6,5,5,4
"16. Boeng Thea",2013,11,103,35,"Systomus partipentazona",10.5,5,5,4
"16. Boeng Thea",2013,11,107,38,"Oxygaster pointoni",43,5,5,4
"16. Boeng Thea",2013,11,126,10,"Clupeichthys aesarnensis",23.4,5,5,4
"16. Boeng Thea",2013,11,138,9,"Rasbora caudimaculata",1.1,5,5,4
"16. Boeng Thea",2014,2,4,1,"Mystus mysticetus",1493.7,6,6,
"16. Boeng Thea",2014,2,12,3,"Cyclocheilichthys lagleri",4.2,6,6,
"16. Boeng Thea",2014,2,16,5,"Puntius brevis",21.7,6,6,
"16. Boeng Thea",2014,2,29,9,"Rasbora aurotaenia",7.4,6,6,
"16. Boeng Thea",2014,2,37,11,"Puntioplites proctozystron",18.5,6,6,
"16. Boeng Thea",2014,2,50,16,"Parambassis siamensis",481.4,6,6,
"16. Boeng Thea",2014,2,63,21,"Xenentodon cancila",116.1,6,6,
"16. Boeng Thea",2014,2,85,32,"Yasuhikotakia modesta",5.8,6,6,
"16. Boeng Thea",2014,2,102,34,"Osteochilus vittatus/lini/hasselti",14.6,6,6,
"16. Boeng Thea",2014,2,107,38,"Oxygaster pointoni",113.9,6,6,
"16. Boeng Thea",2014,2,134,49,"Phalacronotus bleekeri",5.7,6,6,
"16. Boeng Thea",2014,2,140,1,"Mystus wolffi",44.4,6,6,
"16. Boeng Thea",2014,5,6,1,"Mystus gulio",138.5,7,7,5
"16. Boeng Thea",2014,5,7,1,"Mystus bocourti",41,7,7,5
"16. Boeng Thea",2014,5,12,3,"Cyclocheilichthys lagleri",259.5,7,7,5
"16. Boeng Thea",2014,5,15,4,"Barbonymus gonionotus",156.9,7,7,5
"16. Boeng Thea",2014,5,21,6,"Labiobarbus leptocheilus",11.1,7,7,5
"16. Boeng Thea",2014,5,37,11,"Puntioplites proctozystron",194.4,7,7,5
"16. Boeng Thea",2014,5,49,16,"Parambassis wolffii",206.1,7,7,5
"16. Boeng Thea",2014,5,50,16,"Parambassis siamensis",205.3,7,7,5
"16. Boeng Thea",2014,5,59,19,"Notopterus notopterus",225.1,7,7,5
"16. Boeng Thea",2014,5,64,22,"Micronema hexapterus",1.4,7,7,5
"16. Boeng Thea",2014,5,85,32,"Yasuhikotakia modesta",6.6,7,7,5
"16. Boeng Thea",2014,5,107,38,"Oxygaster pointoni",892.1,7,7,5
"16. Boeng Thea",2014,5,126,10,"Clupeichthys aesarnensis",110.7,7,7,5
"16. Boeng Thea",2014,5,128,7,"Thynnichthys thynnoides",966.4,7,7,5
"16. Boeng Thea",2014,8,12,3,"Cyclocheilichthys lagleri",128.6,8,8,
"16. Boeng Thea",2014,8,16,5,"Puntius brevis",3.3,8,8,
"16. Boeng Thea",2014,8,22,8,"Henicorhynchus siamensis",134.9,8,8,
"16. Boeng Thea",2014,8,48,16,"Parambassis apogonoides",34.9,8,8,
"16. Boeng Thea",2014,8,49,16,"Parambassis wolffii",105,8,8,
"16. Boeng Thea",2014,8,50,16,"Parambassis siamensis",56.4,8,8,
"16. Boeng Thea",2014,8,107,38,"Oxygaster pointoni",5,8,8,
"16. Boeng Thea",2014,8,126,10,"Clupeichthys aesarnensis",73,8,8,
"16. Boeng Thea",2014,8,138,9,"Rasbora caudimaculata",2.1,8,8,
"16. Boeng Thea",2014,11,1,1,"Mystus albolineatus",12.2,9,9,6
"16. Boeng Thea",2014,11,6,1,"Mystus gulio",1306.7,9,9,6
"16. Boeng Thea",2014,11,12,3,"Cyclocheilichthys lagleri",41.2,9,9,6
"16. Boeng Thea",2014,11,15,4,"Barbonymus gonionotus",68.2,9,9,6
"16. Boeng Thea",2014,11,16,5,"Puntius brevis",163.6,9,9,6
"16. Boeng Thea",2014,11,22,8,"Henicorhynchus siamensis",194.2,9,9,6
"16. Boeng Thea",2014,11,30,9,"Rasbora pauciperforata/Trigonopoma pauciperforatum",14.3,9,9,6
"16. Boeng Thea",2014,11,44,15,"Datnioides undecimradiatus",1.9,9,9,6
"16. Boeng Thea",2014,11,47,15,"Pristolepis fasciata",10.9,9,9,6
"16. Boeng Thea",2014,11,48,16,"Parambassis apogonoides",794.2,9,9,6
"16. Boeng Thea",2014,11,49,16,"Parambassis wolffii",52.40000000000001,9,9,6
"16. Boeng Thea",2014,11,52,17,"Trichogaster microlepis",5.3,9,9,6
"16. Boeng Thea",2014,11,59,19,"Notopterus notopterus",4,9,9,6
"16. Boeng Thea",2014,11,63,21,"Xenentodon cancila",38.3,9,9,6
"16. Boeng Thea",2014,11,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",74.2,9,9,6
"16. Boeng Thea",2014,11,79,30,"Hampala macrolepidota",7.8,9,9,6
"16. Boeng Thea",2014,11,102,34,"Osteochilus vittatus/lini/hasselti",5.7,9,9,6
"16. Boeng Thea",2014,11,107,38,"Oxygaster pointoni",162.5,9,9,6
"16. Boeng Thea",2014,11,128,7,"Thynnichthys thynnoides",4.6,9,9,6
"16. Boeng Thea",2014,11,134,49,"Phalacronotus bleekeri",3.4,9,9,6
"16. Boeng Thea",2014,11,139,1,"Leiocassis/Pseudomystus siamensis",2,9,9,6
"16. Boeng Thea",2015,2,6,1,"Mystus gulio",299.4,10,10,
"16. Boeng Thea",2015,2,12,3,"Cyclocheilichthys lagleri",81.5,10,10,
"16. Boeng Thea",2015,2,16,5,"Puntius brevis",109.4,10,10,
"16. Boeng Thea",2015,2,21,6,"Labiobarbus leptocheilus",48.3,10,10,
"16. Boeng Thea",2015,2,37,11,"Puntioplites proctozystron",202.9,10,10,
"16. Boeng Thea",2015,2,48,16,"Parambassis apogonoides",351.6999999999999,10,10,
"16. Boeng Thea",2015,2,49,16,"Parambassis wolffii",76.40000000000001,10,10,
"16. Boeng Thea",2015,2,64,22,"Micronema hexapterus",67.5,10,10,
"16. Boeng Thea",2015,2,85,32,"Yasuhikotakia modesta",18.5,10,10,
"16. Boeng Thea",2015,2,102,34,"Osteochilus vittatus/lini/hasselti",19.9,10,10,
"16. Boeng Thea",2015,2,107,38,"Oxygaster pointoni",427.1,10,10,
"16. Boeng Thea",2015,2,126,10,"Clupeichthys aesarnensis",5.3,10,10,
"16. Boeng Thea",2015,5,6,1,"Mystus gulio",733.3,11,11,7
"16. Boeng Thea",2015,5,12,3,"Cyclocheilichthys lagleri",98.42999999999999,11,11,7
"16. Boeng Thea",2015,5,16,5,"Puntius brevis",6.2,11,11,7
"16. Boeng Thea",2015,5,21,6,"Labiobarbus leptocheilus",49.59999999999999,11,11,7
"16. Boeng Thea",2015,5,37,11,"Puntioplites proctozystron",102.8,11,11,7
"16. Boeng Thea",2015,5,49,16,"Parambassis wolffii",100.8,11,11,7
"16. Boeng Thea",2015,5,50,16,"Parambassis siamensis",503.3,11,11,7
"16. Boeng Thea",2015,5,63,21,"Xenentodon cancila",11.7,11,11,7
"16. Boeng Thea",2015,5,107,38,"Oxygaster pointoni",93.50000000000001,11,11,7
"16. Boeng Thea",2015,5,126,10,"Clupeichthys aesarnensis",8.9,11,11,7
"16. Boeng Thea",2015,5,134,49,"Phalacronotus bleekeri",219.8,11,11,7
"16. Boeng Thea",2015,8,1,1,"Mystus albolineatus",9.1,12,12,
"16. Boeng Thea",2015,8,4,1,"Mystus mysticetus",16,12,12,
"16. Boeng Thea",2015,8,6,1,"Mystus gulio",13.8,12,12,
"16. Boeng Thea",2015,8,8,2,"Hemibagrus spilopterus/nemurus",8.800000000000001,12,12,
"16. Boeng Thea",2015,8,9,3,"Anematichthys/Cyclocheilichthys apogon",7.9,12,12,
"16. Boeng Thea",2015,8,12,3,"Cyclocheilichthys lagleri",66.3,12,12,
"16. Boeng Thea",2015,8,29,9,"Rasbora aurotaenia",2.5,12,12,
"16. Boeng Thea",2015,8,30,9,"Rasbora pauciperforata/Trigonopoma pauciperforatum",8.4,12,12,
"16. Boeng Thea",2015,8,48,16,"Parambassis apogonoides",248.4,12,12,
"16. Boeng Thea",2015,8,50,16,"Parambassis siamensis",24.4,12,12,
"16. Boeng Thea",2015,8,60,19,"Chitala blanci",4.3,12,12,
"16. Boeng Thea",2015,8,63,21,"Xenentodon cancila",17.8,12,12,
"16. Boeng Thea",2015,8,69,25,"Macrognathus semiocellatus",13.6,12,12,
"16. Boeng Thea",2015,8,70,26,"Mastacembelus armatus",10.4,12,12,
"16. Boeng Thea",2015,8,71,26,"Mastacembelus favus",12.6,12,12,
"16. Boeng Thea",2015,8,75,27,"Acanthopsoides/Acantopsis spp",7,12,12,
"16. Boeng Thea",2015,8,126,10,"Clupeichthys aesarnensis",9.800000000000001,12,12,
"16. Boeng Thea",2015,11,4,1,"Mystus mysticetus",16.5,13,13,8
"16. Boeng Thea",2015,11,9,3,"Anematichthys/Cyclocheilichthys apogon",123.3,13,13,8
"16. Boeng Thea",2015,11,12,3,"Cyclocheilichthys lagleri",43,13,13,8
"16. Boeng Thea",2015,11,16,5,"Puntius brevis",134.6,13,13,8
"16. Boeng Thea",2015,11,21,6,"Labiobarbus leptocheilus",54.5,13,13,8
"16. Boeng Thea",2015,11,48,16,"Parambassis apogonoides",20,13,13,8
"16. Boeng Thea",2015,11,50,16,"Parambassis siamensis",12.8,13,13,8
"16. Boeng Thea",2015,11,63,21,"Xenentodon cancila",20.8,13,13,8
"16. Boeng Thea",2015,11,102,34,"Osteochilus vittatus/lini/hasselti",86.59999999999999,13,13,8
"16. Boeng Thea",2015,11,138,9,"Rasbora caudimaculata",4.8,13,13,8
"17. Boeng Thmor Koul",2012,11,4,1,"Mystus mysticetus",0,1,1,1
"17. Boeng Thmor Koul",2012,11,12,3,"Cyclocheilichthys lagleri",3,1,1,1
"17. Boeng Thmor Koul",2012,11,13,4,"Hypsibarbus lagleri",0,1,1,1
"17. Boeng Thmor Koul",2012,11,17,5,"Puntius sp. (cf. masyai)",0,1,1,1
"17. Boeng Thmor Koul",2012,11,25,9,"Esomus longimanus",0,1,1,1
"17. Boeng Thmor Koul",2012,11,28,9,"Rasbora daniconius",0,1,1,1
"17. Boeng Thmor Koul",2012,11,29,9,"Rasbora aurotaenia",1.2,1,1,1
"17. Boeng Thmor Koul",2012,11,34,9,"Rasbora paviana",1.1,1,1,1
"17. Boeng Thmor Koul",2012,11,47,15,"Pristolepis fasciata",1,1,1,1
"17. Boeng Thmor Koul",2012,11,50,16,"Parambassis siamensis",2,1,1,1
"17. Boeng Thmor Koul",2012,11,52,17,"Trichogaster microlepis",84,1,1,1
"17. Boeng Thmor Koul",2012,11,53,17,"Trichopodus trichopterus",85,1,1,1
"17. Boeng Thmor Koul",2012,11,55,9,"Lobocheilos melanotaenia",6.7,1,1,1
"17. Boeng Thmor Koul",2012,11,57,18,"Trichopsis pumila",2.5,1,1,1
"17. Boeng Thmor Koul",2012,11,58,18,"Trichopsis vittata",7.6,1,1,1
"17. Boeng Thmor Koul",2012,11,59,19,"Notopterus notopterus",123,1,1,1
"17. Boeng Thmor Koul",2012,11,72,27,"Acantopsis sp. ""large spot""",0,1,1,1
"17. Boeng Thmor Koul",2012,11,137,43,"Monotrete cochinchinensis",77,1,1,1
"17. Boeng Thmor Koul",2013,2,43,14,"Channa striata",3391,2,2,
"17. Boeng Thmor Koul",2013,2,47,15,"Pristolepis fasciata",176.7,2,2,
"17. Boeng Thmor Koul",2013,2,52,17,"Trichogaster microlepis",140.6,2,2,
"17. Boeng Thmor Koul",2013,2,59,19,"Notopterus notopterus",1045,2,2,
"17. Boeng Thmor Koul",2013,5,8,2,"Hemibagrus spilopterus/nemurus",299.7,3,3,2
"17. Boeng Thmor Koul",2013,5,59,19,"Notopterus notopterus",612.5,3,3,2
"17. Boeng Thmor Koul",2013,8,4,1,"Mystus mysticetus",20.8,4,4,3
"17. Boeng Thmor Koul",2013,8,10,3,"Anematichthys repasson",9.1,4,4,3
"17. Boeng Thmor Koul",2013,8,12,3,"Cyclocheilichthys lagleri",29.3,4,4,3
"17. Boeng Thmor Koul",2013,8,49,16,"Parambassis wolffii",12.8,4,4,3
"17. Boeng Thmor Koul",2013,8,65,22,"Kryptopterus dissitus",15,4,4,3
"17. Boeng Thmor Koul",2013,8,102,34,"Osteochilus vittatus/lini/hasselti",9.199999999999999,4,4,3
"17. Boeng Thmor Koul",2013,8,107,38,"Oxygaster pointoni",43.9,4,4,3
"17. Boeng Thmor Koul",2013,11,4,1,"Mystus mysticetus",61.8,5,5,4
"17. Boeng Thmor Koul",2013,11,8,2,"Hemibagrus spilopterus/nemurus",8.800000000000001,5,5,4
"17. Boeng Thmor Koul",2013,11,9,3,"Anematichthys/Cyclocheilichthys apogon",26.6,5,5,4
"17. Boeng Thmor Koul",2013,11,12,3,"Cyclocheilichthys lagleri",37.7,5,5,4
"17. Boeng Thmor Koul",2013,11,16,5,"Puntius brevis",97.60000000000001,5,5,4
"17. Boeng Thmor Koul",2013,11,17,5,"Puntius sp. (cf. masyai)",7,5,5,4
"17. Boeng Thmor Koul",2013,11,20,6,"Labiobarbus siamensis",6.6,5,5,4
"17. Boeng Thmor Koul",2013,11,21,6,"Labiobarbus leptocheilus",22.1,5,5,4
"17. Boeng Thmor Koul",2013,11,24,9,"Esomus metallicus",23.1,5,5,4
"17. Boeng Thmor Koul",2013,11,25,9,"Esomus longimanus",1.7,5,5,4
"17. Boeng Thmor Koul",2013,11,47,15,"Pristolepis fasciata",57.8,5,5,4
"17. Boeng Thmor Koul",2013,11,49,16,"Parambassis wolffii",54,5,5,4
"17. Boeng Thmor Koul",2013,11,59,19,"Notopterus notopterus",1008.9,5,5,4
"17. Boeng Thmor Koul",2013,11,63,21,"Xenentodon cancila",11,5,5,4
"17. Boeng Thmor Koul",2013,11,66,22,"Kryptopterus cheveyi",24.8,5,5,4
"17. Boeng Thmor Koul",2013,11,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",79.5,5,5,4
"17. Boeng Thmor Koul",2013,11,75,27,"Acanthopsoides/Acantopsis spp",9.6,5,5,4
"17. Boeng Thmor Koul",2013,11,79,30,"Hampala macrolepidota",31.4,5,5,4
"17. Boeng Thmor Koul",2013,11,84,32,"Syncrossus helodes",8.699999999999999,5,5,4
"17. Boeng Thmor Koul",2013,11,102,34,"Osteochilus vittatus/lini/hasselti",12.2,5,5,4
"17. Boeng Thmor Koul",2013,11,103,35,"Systomus partipentazona",1.2,5,5,4
"17. Boeng Thmor Koul",2013,11,107,38,"Oxygaster pointoni",5.2,5,5,4
"17. Boeng Thmor Koul",2013,11,108,38,"Paralaubuca typus",16.1,5,5,4
"17. Boeng Thmor Koul",2013,11,137,43,"Monotrete cochinchinensis",14.7,5,5,4
"17. Boeng Thmor Koul",2013,11,138,9,"Rasbora caudimaculata",2.9,5,5,4
"17. Boeng Thmor Koul",2013,11,146,34,"Osteochilus waandersii",41.8,5,5,4
"17. Boeng Thmor Koul",2014,2,4,1,"Mystus mysticetus",58.9,6,6,
"17. Boeng Thmor Koul",2014,2,9,3,"Anematichthys/Cyclocheilichthys apogon",79,6,6,
"17. Boeng Thmor Koul",2014,2,12,3,"Cyclocheilichthys lagleri",24.2,6,6,
"17. Boeng Thmor Koul",2014,2,20,6,"Labiobarbus siamensis",47.6,6,6,
"17. Boeng Thmor Koul",2014,2,21,6,"Labiobarbus leptocheilus",49.4,6,6,
"17. Boeng Thmor Koul",2014,2,47,15,"Pristolepis fasciata",240.1,6,6,
"17. Boeng Thmor Koul",2014,2,48,16,"Parambassis apogonoides",42.9,6,6,
"17. Boeng Thmor Koul",2014,2,52,17,"Trichogaster microlepis",200,6,6,
"17. Boeng Thmor Koul",2014,2,53,17,"Trichopodus trichopterus",18,6,6,
"17. Boeng Thmor Koul",2014,2,59,19,"Notopterus notopterus",1534.5,6,6,
"17. Boeng Thmor Koul",2014,2,63,21,"Xenentodon cancila",44.6,6,6,
"17. Boeng Thmor Koul",2014,2,65,22,"Kryptopterus dissitus",4,6,6,
"17. Boeng Thmor Koul",2014,2,102,34,"Osteochilus vittatus/lini/hasselti",150,6,6,
"17. Boeng Thmor Koul",2014,2,103,35,"Systomus partipentazona",.7,6,6,
"17. Boeng Thmor Koul",2014,2,107,38,"Oxygaster pointoni",114.3,6,6,
"17. Boeng Thmor Koul",2014,2,128,7,"Thynnichthys thynnoides",51.6,6,6,
"17. Boeng Thmor Koul",2014,2,138,9,"Rasbora caudimaculata",98.30000000000001,6,6,
"17. Boeng Thmor Koul",2014,5,12,3,"Cyclocheilichthys lagleri",73.59999999999999,7,7,5
"17. Boeng Thmor Koul",2014,5,24,9,"Esomus metallicus",19.7,7,7,5
"17. Boeng Thmor Koul",2014,5,40,13,"Clarias batrachus",101.3,7,7,5
"17. Boeng Thmor Koul",2014,5,42,13,"Clarias meladerma",261.3,7,7,5
"17. Boeng Thmor Koul",2014,5,43,14,"Channa striata",768.4,7,7,5
"17. Boeng Thmor Koul",2014,5,52,17,"Trichogaster microlepis",182.6,7,7,5
"17. Boeng Thmor Koul",2014,5,59,19,"Notopterus notopterus",758.9,7,7,5
"17. Boeng Thmor Koul",2014,5,128,7,"Thynnichthys thynnoides",13.4,7,7,5
"17. Boeng Thmor Koul",2014,8,4,1,"Mystus mysticetus",6.6,8,8,
"17. Boeng Thmor Koul",2014,8,9,3,"Anematichthys/Cyclocheilichthys apogon",14.9,8,8,
"17. Boeng Thmor Koul",2014,8,17,5,"Puntius sp. (cf. masyai)",5,8,8,
"17. Boeng Thmor Koul",2014,8,66,22,"Kryptopterus cheveyi",7,8,8,
"17. Boeng Thmor Koul",2014,11,4,1,"Mystus mysticetus",69.40000000000001,9,9,6
"17. Boeng Thmor Koul",2014,11,9,3,"Anematichthys/Cyclocheilichthys apogon",94.60000000000001,9,9,6
"17. Boeng Thmor Koul",2014,11,12,3,"Cyclocheilichthys lagleri",1,9,9,6
"17. Boeng Thmor Koul",2014,11,16,5,"Puntius brevis",3.6,9,9,6
"17. Boeng Thmor Koul",2014,11,17,5,"Puntius sp. (cf. masyai)",67.2,9,9,6
"17. Boeng Thmor Koul",2014,11,30,9,"Rasbora pauciperforata/Trigonopoma pauciperforatum",81,9,9,6
"17. Boeng Thmor Koul",2014,11,46,15,"Nandus oxyrhynchus",4,9,9,6
"17. Boeng Thmor Koul",2014,11,47,15,"Pristolepis fasciata",17.5,9,9,6
"17. Boeng Thmor Koul",2014,11,48,16,"Parambassis apogonoides",9.4,9,9,6
"17. Boeng Thmor Koul",2014,11,53,17,"Trichopodus trichopterus",187.3,9,9,6
"17. Boeng Thmor Koul",2014,11,58,18,"Trichopsis vittata",3.2,9,9,6
"17. Boeng Thmor Koul",2014,11,59,19,"Notopterus notopterus",35.5,9,9,6
"17. Boeng Thmor Koul",2014,11,63,21,"Xenentodon cancila",25.2,9,9,6
"17. Boeng Thmor Koul",2014,11,102,34,"Osteochilus vittatus/lini/hasselti",16.3,9,9,6
"17. Boeng Thmor Koul",2014,11,107,38,"Oxygaster pointoni",45,9,9,6
"17. Boeng Thmor Koul",2014,11,110,24,"Ompok hypophthalmus/urbaini",10.8,9,9,6
"17. Boeng Thmor Koul",2014,11,132,43,"Tetraodon biocellatus",13.6,9,9,6
"17. Boeng Thmor Koul",2014,11,146,34,"Osteochilus waandersii",8.800000000000001,9,9,6
"17. Boeng Thmor Koul",2014,11,169,58,"Leptobarbus hoeveni",34.6,9,9,6
"17. Boeng Thmor Koul",2015,2,4,1,"Mystus mysticetus",4.8,10,10,
"17. Boeng Thmor Koul",2015,2,9,3,"Anematichthys/Cyclocheilichthys apogon",41.59999999999999,10,10,
"17. Boeng Thmor Koul",2015,2,17,5,"Puntius sp. (cf. masyai)",116,10,10,
"17. Boeng Thmor Koul",2015,2,29,9,"Rasbora aurotaenia",16.9,10,10,
"17. Boeng Thmor Koul",2015,2,34,9,"Rasbora paviana",6.3,10,10,
"17. Boeng Thmor Koul",2015,2,43,14,"Channa striata",611.9,10,10,
"17. Boeng Thmor Koul",2015,2,44,15,"Datnioides undecimradiatus",1.6,10,10,
"17. Boeng Thmor Koul",2015,2,47,15,"Pristolepis fasciata",100.7,10,10,
"17. Boeng Thmor Koul",2015,2,48,16,"Parambassis apogonoides",19.9,10,10,
"17. Boeng Thmor Koul",2015,2,52,17,"Trichogaster microlepis",30.2,10,10,
"17. Boeng Thmor Koul",2015,2,53,17,"Trichopodus trichopterus",31.4,10,10,
"17. Boeng Thmor Koul",2015,2,59,19,"Notopterus notopterus",224.1,10,10,
"17. Boeng Thmor Koul",2015,2,63,21,"Xenentodon cancila",32.8,10,10,
"17. Boeng Thmor Koul",2015,2,102,34,"Osteochilus vittatus/lini/hasselti",42.6,10,10,
"17. Boeng Thmor Koul",2015,2,107,38,"Oxygaster pointoni",19.3,10,10,
"17. Boeng Thmor Koul",2015,2,128,7,"Thynnichthys thynnoides",29.5,10,10,
"17. Boeng Thmor Koul",2015,2,138,9,"Rasbora caudimaculata",6.5,10,10,
