"","hhid","h_catch","d1_catch","d2_catch","h_cons","d1_cons","d2_cons","h_sold","d1_sold","d2_sold"
"65",93,1.92255487414823,0.80981396083625,5.25800949637003,2.05093226001069,0.834789454578395,6.05288238379744,0.735763039830542,0.406348439046346,1.68448980138043
"66",94,1.40843476459872,0.6842118111036,3.16667955028573,1.15500445022727,0.546827515578564,2.20666530819208,0.683812795764411,0.424824229313142,1.73859896567936
"67",96,1.18436321528781,0.622848546578715,2.65145471647694,0.960155428279693,0.491698379700994,1.96733584955278,0.773215875232326,0.515105886731756,2.06230591924468
"68",97,1.64741160999615,0.730846336623979,3.71534976510036,1.7150545563152,0.778479858592135,4.5142621959544,0,1,Inf
"69",98,1.94146767693667,0.83065972242794,5.90526964014492,1.76345619206824,0.805029216498655,5.12897359307737,0,1,Inf
"70",99,1.53267704518686,0.6355469451977,2.74383761316655,1.87292309752867,0.768977381863293,4.3285805003225,0,0,1
"71",101,1.32968404321561,0.627955757181952,2.68785237052858,1.27428578901757,0.582972448142665,2.3979231001555,0,1,Inf
"72",102,1.50016024344541,0.742182989505799,3.87872001961055,1.55537596336226,0.752752656452317,4.04453283764865,1.06973784288381,0.648695058899245,2.8465298463115
"73",103,2.59184151040488,0.874979713949901,7.99870190345967,2.54256985728634,0.871882072071963,7.80530887575463,1.95405513520432,0.843196565534115,6.37741133289758
"74",106,2.23323325113345,0.846882975667039,6.53095241601254,2.49000360436687,0.893983489791437,9.43249309030014,0.470235966642447,0.234404539812608,1.30617284454016
"75",107,1.36788617647593,0.720203920489875,3.57403149376085,1.3170257668213,0.686677745276794,3.19160220803152,0.585952618303551,0.396694214876033,1.65753424657534
"76",109,2.55095589388261,0.860186195341505,7.1523695563723,2.51591202333407,0.895373734702981,9.55782945287348,1.77681262687396,0.728444595751205,3.68248977687005
"77",110,2.30610564717942,0.847996824307812,6.57880991924165,2.62559070868728,0.911157241764543,11.2558414423575,2.01642233628142,0.811525470000975,5.30575669829326
"78",113,2.55124145497209,0.899537812044851,9.95399383941793,2.4963225289094,0.883004103389587,8.54730831569181,0,1,Inf
"79",115,2.6259642206155,0.900305077427135,10.0306010997614,2.62299478979316,0.902058124722675,10.2101373612509,0,1,Inf
"80",116,2.36993458966471,0.884312735033483,8.64399379040922,2.41087684406114,0.890465127249669,9.12951259165978,0.233848765860388,0.117224405427942,1.13279071844387
"81",117,2.2677912003934,0.847212816509815,6.54505160155817,2.25941497595819,0.845051547026873,6.45375917482332,0,1,Inf
"82",118,1.945762157151,0.741469019841675,3.8680083887339,2.20046663023582,0.830494922735043,5.89952829812216,0,0,1
"83",119,2.41931675515759,0.879782503166327,8.31825671252792,2.54273575241804,0.887241228884029,8.86848969798998,0,1,Inf
"84",120,2.6088306731162,0.891459405392941,9.21314282108206,2.50413279600643,0.872957478399057,7.8713802858946,1.25548232517875,0.6875,3.2
"85",121,2.71477394686212,0.910459870518296,11.168176836335,2.77279428428729,0.911453800060631,11.2935394255738,2.35990559830869,0.87376919041142,7.92199624845368
"86",122,2.43803034542781,0.872390208994758,7.8363892936626,2.45432523514205,0.877360020529216,8.15394787503391,0,0,1
"87",123,2.54237045332634,0.906101119146988,10.6497541921228,2.59265125992068,0.912354587666793,11.4096103079331,1.81426992868384,0.82179132037712,5.61139896281242
"88",126,2.54376856058544,0.881615752210574,8.44706976369638,2.5859486274386,0.891865307896355,9.24772596607124,1.02292976289984,0.559749288409359,2.27143301231011
"89",129,2.57339135089695,0.8949315053213,9.51760090460995,2.59674305157284,0.898467639894004,9.84907667817468,0,1,Inf
"90",131,2.78380809741328,0.914657204340726,11.7174506913559,2.80973371134686,0.917760901949232,12.1596664324149,0,1,Inf
"91",132,2.35744677524172,0.856025550089958,6.94567682408108,2.5640175275345,0.890420696520516,9.12581088076753,1.15956979673905,0.631111111111111,2.71084337349398
"92",133,2.86327600552594,0.93435452914406,15.2333433969041,2.84425430851144,0.929420097907252,14.1683392913454,0,1,Inf
"93",135,2.63490019625479,0.895223968474031,9.54416754896986,2.6394204333024,0.889656466256069,9.06260626309698,0,1,Inf
"94",136,2.28241758043289,0.860092123513454,7.14756041698742,2.29874946912727,0.864047678914788,7.35551987651041,0,1,Inf
"95",137,2.58246411564854,0.89091453531525,9.1671241708502,2.63497124193168,0.901905233612791,10.1942237779813,0.979971182083305,0.581632653061225,2.39024390243902
"96",138,2.315897988265,0.868918226195479,7.62882566337007,2.40336894409561,0.887102109140139,8.8575613980361,1.2130075659799,0.65625,2.90909090909091
"97",139,2.85577872445841,0.918863759116717,12.3249486186886,2.89785167430238,0.916566728044038,11.9856260764629,1.09861228866811,0.666666666666667,3
"98",141,2.81183888983864,0.902719332447394,10.2795347231682,2.78712552978771,0.903564038883551,10.3695757103771,0,0,1
"99",143,2.63331494142845,0.91081118547181,11.2121683115759,2.6549070376195,0.910301857334155,11.1485028594775,0.979971182083305,0.581632653061225,2.39024390243902
"100",145,2.06783952187826,0.843987392937624,6.40973841043618,2.15297814991137,0.852139128895302,6.76311449086429,0,1,Inf
"101",147,2.01362815077802,0.84372175048802,6.39884310915155,1.94773241014736,0.828709956081323,5.83805092883722,0,1,Inf
"102",150,1.91202155128635,0.804370488536613,5.11170320121744,1.95329370234776,0.817633262348955,5.48345609994668,0,0,1
"103",151,1.93495369088539,0.807661543914883,5.19916828050997,1.88323783679003,0.794580704178575,4.8680918508713,0,1,Inf
"104",155,2.39924903852144,0.878392623474025,8.22318537384452,2.4515806302263,0.88924355781551,9.02882017764959,1.6490271430574,0.785746039429481,4.66735829450799
"105",156,1.80819122048545,0.712847116531076,3.48246546550253,1.85991480368671,0.731017883891123,3.7177192835944,1.5382841954391,0.703962883229593,3.37795480144321
"106",157,2.46136506551211,0.879156050545046,8.27513503580715,2.45955631982286,0.885068697393922,8.70084978874257,0,1,Inf
"107",158,2.18767830748499,0.822981771920601,5.64913574635639,2.58846201813603,0.900824306708992,10.0831158000149,1.06372914397766,0.528792693967062,2.12220818140307
"108",159,2.27548048786684,0.866509630523949,7.49117710831872,2.3753912743414,0.883555615002948,8.58779064379378,1.83238235651996,0.804252467253253,5.10862122228521
"109",160,2.34555804280534,0.876732371382731,8.1124299316642,2.28929661102263,0.864623895011537,7.38682797887576,1.74809816836443,0.789984320927138,4.76154925391577
"110",161,3.03133512807708,0.93646128678657,15.7384364496169,3.07250166002062,0.939727821405267,16.591402921138,1.55632737907052,0.780344527926291,4.55258405610962
"111",162,2.42046192318057,0.860514848701663,7.16922188987096,2.54681298797671,0.882558096555701,8.51484836904303,1.24482557329278,0.675381105281993,3.08053541020368
"112",163,2.63440018221899,0.902580434886133,10.2648785059877,2.68250048120652,0.910731453694721,11.2021539656333,1.27832457529816,0.688291480578934,3.2081253404857
"113",165,2.29217291801847,0.833771966073042,6.01583244640557,2.7999503708158,0.920989962832067,12.6566197896419,1.03972077083992,0.625,2.66666666666667
"114",166,2.69457896354545,0.90498480068105,10.5246319238164,2.67971637952669,0.892248670715697,9.28062796665357,1.81059264504228,0.800804617128413,5.02019668118844
"115",169,2.71816482999492,0.911020150259478,11.2384995357504,2.82608654322461,0.926111959540018,13.5339899904587,1.75337175792555,0.774492494748507,4.43444221018174
"116",170,2.56773270027951,0.875565187942642,8.03633632314283,2.61783965311637,0.886030668983388,8.77429033828619,1.43632697662859,0.728640216457105,3.6851444489818
"117",173,2.34200266251475,0.832108565689277,5.95623001319567,2.47252015480881,0.852620449395788,6.7852018539906,1.73392295910927,0.792465462653283,4.81847509713217
"118",174,2.1818666036696,0.816552642764055,5.45115511647208,2.31007036807431,0.847021354412666,6.53686007063718,0.921493430867962,0.5390625,2.16949152542373
"119",176,1.56021033575411,0.708612759038092,3.43185925608434,1.92077920573061,0.808665034964118,5.22643626486391,0.673011667009257,0.48,1.92307692307692
"120",179,2.35683794849159,0.870274156992883,7.70856428310229,2.36912595608744,0.87046228559285,7.71975948917007,0,1,Inf
"121",180,2.22087040235475,0.827293989988542,5.79018645577913,2.16950396992515,0.794083234271713,4.85633113196587,1.68567695219851,0.802003913065607,5.05060486539491
"122",181,2.12443506931677,0.826396937619904,5.76026704995873,2.12764602481131,0.798435619154686,4.96119401556086,1.77339922697903,0.801676528127006,5.04226751657716
"123",182,1.97159048271794,0.826084390970968,5.74991517772891,1.96685908635746,0.824109324148503,5.68534969326226,0,1,Inf
"124",183,2.27487576704578,0.872354727308415,7.83421100455624,2.29881963631956,0.874245374009319,7.95199375070388,1.09861228866811,0.666666666666667,3
"125",184,1.64440860995398,0.688357158303395,3.2088014425614,1.67380140246628,0.70258746881848,3.36233310690486,0.721660509604182,0.413665199441415,1.70551022904888
"126",185,2.14944016310408,0.839630692355421,6.2356071413382,2.28550490787513,0.858615561407817,7.07291417610996,1.3636364331011,0.702606533559375,3.36254865303052
"127",188,1.83242043986899,0.785785642912535,4.66822118552817,1.8148255960193,0.782656957032048,4.60102143755968,0,1,Inf
"128",190,2.39708969055829,0.861069803457517,7.19785924792967,2.37385953924341,0.859684549147866,7.1267988943984,0,1,Inf
"129",192,2.07378824905853,0.822032608855345,5.61900690664832,2.15321850157947,0.824418685402545,5.69536685775842,1.27360596162862,0.703208926626084,3.36937357526295
"130",193,2.28283176326161,0.872153421540191,7.82187534502043,2.16355523153847,0.83901533888747,6.21177193584295,0,1,Inf
"131",194,2.56765294253838,0.894849667052564,9.51019337713262,2.56148569383795,0.896612512646287,9.67235035492027,0,1,Inf
"132",195,2.4242545974746,0.856596086576592,6.97331039389032,2.39488758386145,0.847434838644271,6.55457636011899,1.15374194270109,0.612244897959184,2.57894736842105
"133",196,1.92738044123189,0.789541332459858,4.7515268042323,2.01234414202603,0.8164300802868,5.4475155927635,0.845146856252348,0.484953706481482,1.94157304417927
"134",197,2.25637461465324,0.865632871129786,7.44229640395088,2.23548759822446,0.860686796645366,7.1780705340212,0,1,Inf
"135",199,2.65165250971176,0.905607553398442,10.5940680213654,2.66050042384136,0.89793375485619,9.79755842483486,0.693147180559945,0.5,2
"136",202,2.7357792210178,0.896578809803777,9.66919833452583,2.70817979334435,0.894665308837802,9.49354850682728,1.8404175162827,0.795037427329455,4.87893953989048
"137",203,2.60914420348035,0.880621970197443,8.37675074428629,2.59912522199601,0.877177834465519,8.1418528622121,0,0,1
"138",205,2.45018958110334,0.846158532749195,6.50019801468556,2.59680580745446,0.885905896845322,8.76469486459167,1.27078665610509,0.646616077231563,2.82978351750109
"139",207,2.86528209802242,0.927751595399762,13.8411360850549,2.84979798727529,0.923958421600304,13.1507001964599,2.13802662300295,0.874720464423889,7.98214964161061
"140",209,2.59511709529037,0.900491982821689,10.0494415259835,2.56995610920161,0.894937120782512,9.51810960681866,0,1,Inf
"141",210,2.7041253300733,0.911238617661822,11.2661607295618,2.55481648393922,0.885690592474566,8.74818636232977,1.40094427959165,0.706554539056738,3.40778827106598
"142",211,2.61986900947337,0.904923983557989,10.5178996493813,2.69146286188991,0.906487802402978,10.6937921008911,2.01995017325712,0.807836269490601,5.20389564330969
"143",214,2.31519153542949,0.866502332107448,7.49076756011099,2.31822985900541,0.863275642568209,7.31398573585457,1.26450042791683,0.686602721485541,3.19083817428193
"144",215,2.10610328615012,0.833615072763096,6.01015979395879,2.08689617611497,0.829630337646378,5.86958960994115,0,1,Inf
"145",216,2.58150075781898,0.904852021179552,10.5099447449859,2.55685397179448,0.898139698298124,9.81736734814304,1.28163550205318,0.611571490917457,2.57447632348607
"146",217,2.45595667724419,0.88624983413198,8.79119597205914,2.4911309396782,0.879257985926239,8.28212124562626,1.45971483429094,0.735865433501163,3.78594900794403
"147",219,2.30669185179552,0.876474571239736,8.09549912140588,2.47625524765759,0.897219592828931,9.72948081763857,1.75163332256117,0.813435209077068,5.36006818356788
"148",221,2.81770575129122,0.918263979204895,12.2345079962578,2.84680266856692,0.912991017435583,11.4930662389903,1.67709991127432,0.7566256078163,4.10889572656929
"149",222,2.04153184126445,0.834747134482227,6.05133228320601,2.01464432928469,0.834304819683613,6.03517856156435,1.03972077083992,0.625,2.66666666666667
"150",225,1.85090274397331,0.789224795596795,4.74439108163329,1.83078779007588,0.78172527270101,4.58138242743152,1.49770495662572,0.759061589925129,4.15043827876698
"151",226,2.23566082037739,0.844096897923447,6.41424055506585,2.22693174574661,0.840133478142319,6.25521834327661,1.06067412579059,0.642821889679202,2.7997236423639
"152",229,1.9500874686721,0.810614418675383,5.2802330198831,1.90130321229125,0.801895549089595,5.04784216308325,0,1,Inf
"153",230,2.51043774978015,0.886810713396837,8.83475839463463,2.48416811578069,0.879024618254471,8.26614461199627,1.77816011302508,0.819731539395171,5.54728207388493
"154",231,2.41455213211193,0.860905877630904,7.1893763946864,2.54274737476395,0.88415366779308,8.63212482389036,1.58315552569557,0.753481413381572,4.0564892640239
"155",232,1.94736682632298,0.794683885328082,4.87053829943128,1.9643375240606,0.794975319137655,4.87746156118349,1.33971032942716,0.726640834782133,3.65819086110759
"156",233,1.67510996536312,0.664753089420829,2.98287610845512,2.39692800226432,0.864972052111998,7.40587423301022,1.33434357757319,0.685435803646442,3.17900133451945
"157",236,2.41318168954532,0.876807555443618,8.11738092868453,2.56834347983774,0.878863513377435,8.25515109345863,1.76427698952499,0.803552400881135,5.09041599126355
"158",237,2.35271306930034,0.876156538436343,8.07470969701529,2.8265188469523,0.925165502904934,13.3628211428968,1.75227144680477,0.769159158725539,4.33198906432262
"159",238,2.06926387184526,0.842743737405745,6.35904722332207,2.00637316871173,0.816152133631376,5.43927987717273,1.46127636181134,0.722550177853693,3.60425532899665
"160",241,2.47223760069606,0.881467896812779,8.43653299916992,2.55895258255539,0.894084699970245,9.44150655966672,0,1,Inf
"161",244,1.65564953456759,0.763226632978125,4.22344798563265,1.70792540978891,0.768070584424222,4.31165661982738,1.22062436459109,0.660012314839337,2.94128300419895
"162",246,2.43186546325957,0.873747218878101,7.92061759839162,2.48115739036007,0.883746624312632,8.60190075417016,0,1,Inf
"163",247,2.00758673359939,0.836384232436073,6.11188038224547,2.066726826758,0.849438828839021,6.64181868597985,0,1,Inf
"164",248,1.9130234029845,0.810964256330759,5.29000484559002,1.9662310411072,0.816689009229174,5.45521027296279,0,1,Inf
"165",249,1.82477793492567,0.781939623744503,4.58588587790164,1.9656454182551,0.823504399834725,5.66586361962322,1.45159764247379,0.744791554115029,3.91836561886641
"166",251,1.2197459150097,0.548424105339749,2.21446718441949,1.3643501915788,0.621068489269506,2.63899932225807,0,1,Inf
"167",252,1.46509738488992,0.704740659327471,3.38685305508792,1.55511244882775,0.734289332946097,3.76349211376273,0,1,Inf
"168",253,2.79071375227118,0.906618149994548,10.7087190920036,3.09046173622508,0.941692542123323,17.1504647332601,1.54958071681377,0.71980978860029,3.56900405265563
"169",254,1.97878194359418,0.828730633017213,5.83875574258708,2.00807358649274,0.827299029276825,5.79035540919406,1.28179001477135,0.695820518794227,3.28753272915051
"170",257,2.26322781861814,0.856430154643327,6.9652509377278,2.46840169506443,0.883019836330833,8.54845786357518,1.57271571823683,0.769702570947639,4.34221087102382
"171",258,2.3041838336588,0.858871884255132,7.08576030170914,2.38112659806732,0.865634073734406,7.44236301414211,1.85168831571784,0.825780342700626,5.7398804216543
"172",259,2.20052560079639,0.851404346311045,6.72967193302459,2.24971504355216,0.860800974630541,7.18395834558342,1.23081450475662,0.627204573362875,2.68243634054392
"173",260,2.20477655955447,0.837620055536254,6.15839599713168,2.34279703861411,0.865554256269014,7.43794464777486,0.966885584517182,0.504071481776061,2.01641963156562
"174",262,2.58673828306335,0.907890031898504,10.8565882782425,2.53330616838646,0.901858658680453,10.1893859056197,0,0,1
"175",265,2.21462646972176,0.848148582117755,6.58538467369112,2.32397154187232,0.866757922938385,7.50513668094182,1.62549445654473,0.762642998424964,4.21306299525303
"176",267,2.33856996758856,0.871294171346978,7.76965589255399,2.40568748347168,0.877885466592617,8.18903345979241,0,1,Inf
"177",269,2.38512485100887,0.874110359487774,7.9434653711866,2.46233511931039,0.888224267135498,8.94648573865521,1.03619878481928,0.628099173553719,2.68888888888889
"178",271,2.57976765368091,0.893055955153014,9.35068428944117,2.67069570334831,0.910382582301741,11.1585451320076,1.19899990578972,0.642987537003527,2.80102266348578
"179",272,2.41435037280359,0.874491120841885,7.96756378279987,2.47849564404962,0.882593613305175,8.51742420622572,1.59799849138288,0.769742976076581,4.34297283514179
"180",275,2.57711414932953,0.8952375,9.54540031022551,2.7212064726149,0.920334722255804,12.5525200980405,1.57275742473123,0.711859746049809,3.47053209779173
"181",276,3.07535849678364,0.93289170320787,14.9012871403595,2.99556066441903,0.929425195536043,14.1693626726334,0,0,1
"182",278,3.07087523369532,0.92484301568891,13.3054833049287,2.78706618380729,0.897577623121667,9.76349144081957,0,1,Inf
"183",279,3.17720947880612,0.933910084732785,15.1309015294814,3.04085996706827,0.908645436241607,10.9463606289524,2.42322147762452,0.864551980992908,7.38290605747168
"184",280,2.56345330121706,0.878462282012211,8.22789843808379,2.55532663389515,0.875885728745283,8.05709117807833,0,1,Inf
"185",282,1.6234489218219,0.652471293437827,2.877460138163,1.65906049903873,0.662521288699818,2.96314987143149,0,1,Inf
"186",283,2.65021909345508,0.893239132708576,9.36672795351417,2.79743169309857,0.91095872718501,11.230746915285,0,1,Inf
"187",284,2.97487566809619,0.905375282065611,10.5680632062056,3.01105461169738,0.919893805908293,12.4834291697242,0,1,Inf
"188",285,2.55845232932485,0.862488299602866,7.27210846140363,2.64694925649543,0.881563488707299,8.44334225219302,0,1,Inf
"189",288,2.89893727558641,0.93697510071988,15.8667449122831,2.53585307294378,0.911050020927988,11.2422735837905,0,1,Inf
"190",289,2.71338260174179,0.912993963760029,11.4934554338495,2.72973686361385,0.914995319622464,11.7640581149019,0,1,Inf
"191",290,2.61377073885562,0.855703367784045,6.93016867159726,2.8787150543937,0.912229295822807,11.3933231979224,1.37194759846393,0.703607784099906,3.37390776934936
"192",291,3.59077597701084,0.962772102452187,26.8615760187817,3.49356452105891,0.959452653985615,24.6625266088991,0,1,Inf
"193",292,2.94480391097113,0.893985174146788,9.43264295302054,2.79924600122901,0.855723502364716,6.9311358148428,1.2790997988635,0.698347107438017,3.31506849315068
"194",293,3.1375378299041,0.935584919005749,15.5243148741712,2.90078953014496,0.910368918990554,11.1568441297122,0,1,Inf
"195",297,2.77221770459902,0.923772375531424,13.1186037472838,2.64482373400322,0.910848472380768,11.2168577107397,0,1,Inf
"196",300,2.9767978277812,0.902391194091493,10.2449772916733,3.32659125107097,0.942613351565713,17.4256560939448,2.34276047636127,0.840576688623591,6.27260838685589
"197",301,2.91727447685232,0.918834547502459,12.3205128441845,2.93757530263528,0.921698521803171,12.7711509798866,0,1,Inf
"198",303,2.91591153309145,0.914232642311969,11.6594474512947,2.86996726675326,0.909085232061963,10.9993131223912,0,0,1
"199",304,2.81400133965276,0.887313354513655,8.87416601749119,1.83048083831469,0.657800278007639,2.92227005380888,2.81248156904658,0.910353698814868,11.1549499173966
