hhid,year,month,effort_persondays
161,2015,7,2
161,2015,9,5
161,2015,11,2
162,2012,11,4
162,2013,1,4
162,2013,3,4
162,2013,5,4
162,2013,8,7
162,2013,9,6
162,2013,11,7
162,2014,1,2
162,2014,3,3
162,2014,5,2
162,2014,7,3
162,2014,9,4
162,2014,11,6
162,2015,1,3
162,2015,3,2
162,2015,5,2
162,2015,7,6
162,2015,9,6
162,2015,11,14
163,2012,11,4
163,2013,1,2
163,2013,3,7
163,2013,5,5
163,2013,8,7
163,2013,9,2
163,2013,11,7
163,2014,1,5
163,2014,3,3
163,2014,5,1
163,2014,7,3
163,2014,9,1
163,2014,11,3
163,2015,1,7
163,2015,5,6
163,2015,7,1
163,2015,9,6
163,2015,11,3
165,2012,11,2
165,2013,1,2
165,2013,3,3
165,2013,5,5
165,2013,8,6
165,2013,9,2
165,2013,11,3
165,2014,1,1
165,2014,3,1
165,2014,5,3
165,2014,7,3
165,2014,9,1
165,2014,11,3
165,2015,1,2
165,2015,5,3
165,2015,7,1
165,2015,9,3
165,2015,11,4
166,2012,11,3
166,2013,1,2
166,2013,3,1
166,2013,5,3
166,2013,8,3
166,2013,9,9
166,2013,11,7
166,2014,1,1
166,2014,3,1
166,2014,5,4
166,2014,7,2
166,2014,9,3
166,2014,11,6
166,2015,1,2
166,2015,5,2
166,2015,7,1
166,2015,9,7
166,2015,11,6
169,2012,11,2
169,2013,1,1
169,2013,3,4
169,2013,5,8
169,2013,8,7
169,2013,9,7
169,2013,11,7
169,2014,1,1
169,2014,3,2
169,2014,5,3
169,2014,7,4
169,2014,9,7
169,2014,11,4
169,2015,1,4
169,2015,3,3
169,2015,5,2
169,2015,7,3
169,2015,9,5
169,2015,11,1
170,2012,11,4
170,2013,1,2
170,2013,3,11
170,2013,5,4
170,2013,8,3
170,2013,9,13
170,2013,11,7
170,2014,1,1
170,2014,3,3
170,2014,5,7
170,2014,7,3
170,2014,9,6
170,2014,11,7
170,2015,1,4
170,2015,3,4
170,2015,5,2
170,2015,7,2
170,2015,9,2
170,2015,11,5
173,2012,11,2
173,2013,1,6
173,2013,3,8
173,2013,5,3
173,2013,8,7
173,2013,9,5
173,2013,11,7
173,2014,1,1
173,2014,3,3
173,2014,5,3
173,2014,7,3
173,2014,9,3
173,2014,11,7
173,2015,1,1
173,2015,3,4
173,2015,5,4
173,2015,7,4
173,2015,9,6
173,2015,11,7
174,2012,11,7
174,2013,1,7
174,2013,3,6
174,2013,5,4
174,2013,8,7
174,2013,9,3
174,2013,11,7
174,2014,1,1
174,2014,5,2
174,2014,7,2
174,2014,9,2
174,2014,11,5
174,2015,1,6
174,2015,3,3
174,2015,5,2
174,2015,7,2
174,2015,9,3
174,2015,11,3
176,2012,11,14
176,2013,1,4
176,2013,3,3
176,2013,5,6
176,2013,8,2
176,2013,9,2
176,2013,11,2
176,2014,1,1
176,2014,5,2
176,2014,7,2
176,2014,9,6
176,2014,11,6
176,2015,1,4
176,2015,5,3
176,2015,7,3
176,2015,9,2
176,2015,11,3
179,2012,11,2
179,2013,1,3
179,2013,3,6
179,2013,5,2
179,2013,8,3
179,2013,9,2
179,2013,11,3
179,2014,1,2
179,2014,3,6
179,2014,5,2
179,2014,7,3
179,2014,9,7
179,2014,11,7
179,2015,1,3
179,2015,3,2
179,2015,9,2
179,2015,11,3
180,2013,1,1
180,2013,3,2
180,2013,5,6
180,2013,8,10
180,2013,9,3
180,2013,11,7
180,2014,1,3
180,2014,3,0
180,2014,5,2
180,2014,9,2
180,2014,11,4
180,2015,1,5
180,2015,9,2
180,2015,11,2
181,2012,11,1
181,2013,1,1
181,2013,3,4
181,2013,5,4
181,2013,8,5
181,2013,9,7
181,2013,11,3
181,2014,1,2
181,2014,3,4
181,2014,5,2
181,2014,9,2
181,2014,11,5
181,2015,5,1
181,2015,9,1
182,2012,11,5
182,2013,1,3
182,2013,3,2
182,2013,5,1
182,2013,8,4
182,2013,9,2
182,2013,11,10
182,2014,1,3
182,2014,3,2
182,2014,5,1
182,2014,7,2
182,2014,9,7
182,2014,11,3
182,2015,1,2
182,2015,3,2
182,2015,5,2
182,2015,7,1
182,2015,9,2
182,2015,11,7
183,2012,11,8
183,2013,1,1
183,2013,3,2
183,2013,5,10
183,2013,8,6
183,2013,9,4
183,2013,11,7
183,2014,1,7
183,2014,3,2
183,2014,5,3
183,2014,7,3
183,2014,9,3
183,2014,11,4
183,2015,1,2
183,2015,3,2
183,2015,7,1
183,2015,11,2
184,2012,11,4
184,2013,1,6
184,2013,3,5
184,2013,5,5
184,2013,8,8
184,2013,9,15
184,2013,11,3
184,2014,1,5
184,2014,3,2
184,2014,5,6
184,2014,7,2
184,2014,9,12
184,2014,11,7
184,2015,1,3
184,2015,7,2
184,2015,9,2
184,2015,11,3
185,2012,11,3
185,2013,1,3
185,2013,3,6
185,2013,5,5
185,2013,8,6
185,2013,9,8
185,2013,11,7
185,2014,1,6
185,2014,3,4
185,2014,5,2
185,2014,9,3
185,2014,11,7
185,2015,1,5
185,2015,5,2
185,2015,9,3
185,2015,11,4
188,2012,11,6
188,2013,1,4
188,2013,3,2
188,2013,5,6
188,2013,8,4
188,2013,9,5
188,2013,11,8
188,2014,1,7
188,2014,3,3
188,2014,5,2
188,2014,7,2
188,2014,9,4
188,2015,1,4
188,2015,3,3
188,2015,5,1
188,2015,7,3
188,2015,9,1
188,2015,11,7
190,2012,11,10
190,2013,1,3
190,2013,3,5
190,2013,5,2
190,2013,8,7
190,2013,9,5
190,2013,11,6
190,2014,1,2
190,2014,3,6
190,2014,5,2
190,2014,7,3
190,2014,9,3
190,2014,11,4
190,2015,1,6
190,2015,3,6
190,2015,5,5
190,2015,9,6
190,2015,11,5
192,2012,11,7
192,2013,1,6
192,2013,3,6
192,2013,5,7
192,2013,8,7
192,2013,9,7
192,2013,11,7
192,2014,1,3
192,2014,3,2
192,2014,5,10
192,2014,7,3
192,2014,9,8
192,2014,11,7
192,2015,1,5
192,2015,3,3
192,2015,5,1
192,2015,7,3
192,2015,9,2
192,2015,11,4
193,2013,5,1
193,2013,8,7
193,2013,9,6
193,2013,11,3
194,2013,8,2
194,2013,9,4
194,2013,11,2
194,2014,9,2
194,2014,11,3
195,2012,11,1
195,2013,3,2
195,2013,5,3
195,2013,8,14
195,2013,9,7
195,2013,11,2
195,2014,1,3
195,2014,5,5
195,2014,7,2
195,2014,9,7
195,2015,1,2
195,2015,3,6
195,2015,5,3
195,2015,11,8
196,2012,11,1
196,2013,3,1
196,2013,5,2
196,2013,11,2
196,2014,1,2
196,2014,3,3
196,2014,11,4
196,2015,9,3
196,2015,11,4
197,2012,11,3
197,2013,3,2
197,2013,8,2
197,2013,9,7
197,2013,11,3
197,2014,1,3
199,2012,11,1
199,2013,8,21
199,2014,3,1
199,2014,5,3
199,2014,7,2
199,2014,9,3
199,2015,3,3
199,2015,7,3
199,2015,9,6
202,2012,11,5
202,2013,1,1
202,2013,3,3
202,2013,5,2
202,2013,8,10
202,2013,9,5
202,2013,11,5
202,2014,1,3
202,2014,3,1
202,2014,5,2
202,2014,7,2
202,2014,9,4
202,2014,11,4
202,2015,1,8
202,2015,3,8
202,2015,5,2
202,2015,7,2
202,2015,9,3
202,2015,11,5
203,2012,11,2
203,2013,1,3
203,2013,3,2
203,2013,8,7
203,2013,9,12
203,2013,11,5
203,2014,1,6
203,2014,3,3
203,2014,9,5
203,2014,11,4
203,2015,1,3
203,2015,3,3
203,2015,5,3
203,2015,7,3
203,2015,9,3
203,2015,11,5
205,2012,11,7
205,2013,8,7
205,2013,11,6
205,2014,1,2
205,2014,3,4
205,2014,7,2
205,2014,11,3
205,2015,1,3
205,2015,7,2
205,2015,11,4
207,2012,11,3
207,2013,5,1
207,2013,9,7
207,2013,11,5
207,2014,3,2
207,2014,5,2
207,2014,7,2
207,2014,9,3
207,2014,11,5
207,2015,1,3
207,2015,3,3
207,2015,5,3
207,2015,7,3
207,2015,9,7
207,2015,11,4
209,2012,11,4
209,2013,1,6
209,2013,3,6
209,2013,5,3
209,2013,8,3
209,2013,9,7
209,2013,11,3
209,2014,1,3
209,2014,3,7
209,2014,5,2
209,2014,7,3
209,2014,9,3
209,2015,1,3
209,2015,3,3
209,2015,5,5
209,2015,7,1
209,2015,9,3
209,2015,11,7
210,2012,11,6
210,2013,1,1
210,2013,3,6
210,2013,5,11
210,2013,8,7
210,2013,9,7
210,2013,11,12
210,2014,1,3
210,2014,3,7
210,2014,5,4
210,2014,7,7
210,2014,9,3
210,2014,11,4
210,2015,3,7
210,2015,5,2
210,2015,7,3
210,2015,9,4
210,2015,11,7
211,2012,11,7
211,2013,1,2
211,2013,3,7
211,2013,5,5
211,2013,8,6
211,2013,9,14
211,2013,11,7
211,2014,1,6
211,2014,3,4
211,2014,5,6
211,2014,7,3
211,2014,9,6
211,2014,11,7
211,2015,1,2
211,2015,5,1
211,2015,7,7
211,2015,9,2
211,2015,11,7
214,2012,11,6
214,2013,1,2
214,2013,3,3
214,2013,5,6
214,2013,8,7
214,2013,9,9
214,2013,11,3
214,2014,1,1
214,2014,3,4
214,2014,5,3
214,2014,7,3
214,2014,9,5
214,2014,11,5
214,2015,3,5
214,2015,5,3
214,2015,7,5
214,2015,9,3
214,2015,11,3
215,2012,11,3
215,2013,1,6
215,2013,3,6
215,2013,5,1
215,2013,8,7
215,2013,9,7
215,2013,11,7
215,2014,1,3
215,2014,3,4
215,2014,5,2
215,2014,7,3
215,2014,9,7
215,2014,11,3
215,2015,7,5
215,2015,9,3
216,2012,11,7
216,2013,1,2
216,2013,3,12
216,2013,5,8
216,2013,8,3
216,2013,9,4
216,2013,11,6
216,2014,1,4
216,2014,3,7
216,2014,5,2
216,2014,7,3
216,2014,9,3
216,2014,11,3
216,2015,3,4
216,2015,5,3
216,2015,9,8
216,2015,11,3
217,2012,11,10
217,2013,1,2
217,2013,3,6
217,2013,5,2
217,2013,8,4
217,2013,9,4
217,2013,11,7
217,2014,1,6
217,2014,3,6
217,2014,5,3
217,2014,7,4
217,2014,9,3
217,2014,11,6
217,2015,1,7
217,2015,3,5
217,2015,5,9
217,2015,7,5
217,2015,9,7
217,2015,11,4
219,2012,11,5
219,2013,1,3
219,2013,5,3
219,2013,8,7
219,2013,9,6
219,2013,11,3
219,2014,1,3
219,2014,3,3
219,2014,7,6
219,2014,11,6
219,2015,1,7
219,2015,3,6
219,2015,5,7
219,2015,7,1
219,2015,9,3
219,2015,11,4
221,2012,11,7
221,2013,1,7
221,2013,3,7
221,2013,5,2
221,2013,8,4
221,2013,9,2
221,2013,11,7
221,2014,1,6
221,2014,3,2
221,2014,5,3
221,2014,7,5
221,2014,9,7
221,2014,11,5
221,2015,1,5
221,2015,3,4
221,2015,5,4
221,2015,7,4
221,2015,9,2
221,2015,11,2
222,2012,11,4
222,2013,5,5
222,2013,8,3
222,2013,9,5
222,2013,11,5
222,2014,1,2
222,2014,3,5
222,2014,5,1
222,2014,7,5
222,2014,9,2
222,2014,11,3
222,2015,1,3
222,2015,3,2
222,2015,5,2
222,2015,7,2
222,2015,9,2
222,2015,11,1
225,2012,11,3
225,2013,1,14
225,2013,3,1
225,2013,5,1
225,2013,8,4
225,2013,9,6
225,2013,11,6
225,2014,1,4
225,2014,3,12
225,2014,5,8
225,2014,7,2
225,2014,9,2
225,2014,11,6
225,2015,1,3
225,2015,3,1
225,2015,5,2
225,2015,7,1
225,2015,9,3
225,2015,11,4
226,2012,11,7
226,2013,1,3
226,2013,5,6
226,2013,8,7
226,2013,9,7
226,2013,11,9
226,2014,1,4
226,2014,3,6
226,2014,5,6
226,2014,7,2
226,2014,9,2
226,2014,11,7
226,2015,3,2
226,2015,7,1
226,2015,9,2
226,2015,11,3
229,2012,11,7
229,2013,3,1
229,2013,5,4
229,2013,8,4
229,2013,9,6
229,2013,11,3
229,2014,1,2
229,2014,5,2
229,2014,9,3
229,2014,11,1
229,2015,1,1
229,2015,3,1
229,2015,5,1
229,2015,7,1
229,2015,9,2
229,2015,11,2
230,2012,11,14
230,2013,1,2
230,2013,5,2
230,2013,8,4
230,2013,9,5
230,2013,11,7
230,2014,1,10
230,2014,5,4
230,2014,7,6
230,2014,9,2
230,2014,11,7
230,2015,3,3
230,2015,5,3
230,2015,7,5
230,2015,11,7
231,2012,11,4
231,2013,1,3
231,2013,3,4
231,2013,5,12
231,2013,8,5
231,2013,9,5
231,2013,11,7
231,2014,1,2
231,2014,3,5
231,2014,5,4
231,2014,7,3
231,2014,9,4
231,2014,11,2
231,2015,3,4
231,2015,5,3
231,2015,9,2
231,2015,11,5
232,2012,11,7
232,2013,1,5
232,2013,3,2
232,2013,5,6
232,2013,8,7
232,2013,9,7
232,2013,11,7
232,2014,1,1
232,2014,3,4
232,2014,5,6
232,2014,7,2
232,2014,9,3
232,2014,11,6
232,2015,1,4
232,2015,3,5
232,2015,5,5
232,2015,7,1
232,2015,9,6
232,2015,11,4
233,2012,11,14
233,2013,1,13
233,2013,3,6
233,2013,5,10
233,2013,8,6
233,2013,9,5
233,2013,11,7
233,2014,1,14
233,2014,3,2
233,2014,5,12
233,2014,7,2
233,2014,9,2
233,2014,11,4
233,2015,1,2
233,2015,3,3
233,2015,5,4
233,2015,7,6
233,2015,9,3
233,2015,11,7
236,2012,11,7
236,2013,5,4
236,2013,8,2
236,2013,9,11
236,2013,11,5
236,2014,1,5
236,2014,3,6
236,2014,5,1
236,2014,7,2
236,2014,9,1
236,2014,11,1
236,2015,1,2
236,2015,3,9
236,2015,5,2
236,2015,7,1
236,2015,9,6
236,2015,11,2
237,2012,11,11
237,2013,1,2
237,2013,3,21
237,2013,8,7
237,2013,9,7
237,2013,11,3
237,2014,1,2
237,2014,3,21
237,2014,5,6
237,2014,7,5
237,2014,9,1
237,2015,3,1
237,2015,5,1
237,2015,7,2
237,2015,9,5
237,2015,11,2
238,2012,11,7
238,2013,8,4
238,2013,9,3
238,2013,11,7
238,2014,1,2
238,2014,5,3
238,2014,7,3
238,2014,9,1
238,2014,11,1
238,2015,1,7
238,2015,3,6
238,2015,5,3
238,2015,7,10
238,2015,9,2
238,2015,11,3
241,2012,11,14
241,2013,5,5
241,2014,1,4
241,2014,3,8
241,2014,5,8
241,2014,7,4
241,2015,1,4
241,2015,3,8
241,2015,9,10
241,2015,11,4
244,2012,11,4
244,2013,1,1
244,2013,3,6
244,2013,9,4
244,2013,11,2
244,2014,1,5
244,2014,5,2
244,2014,7,5
244,2014,11,7
244,2015,3,1
244,2015,7,5
244,2015,9,7
244,2015,11,7
246,2012,11,9
246,2013,1,7
246,2013,3,2
246,2013,5,4
246,2013,8,3
246,2013,9,2
246,2013,11,4
246,2014,1,3
246,2014,3,2
246,2014,5,2
246,2014,9,3
246,2014,11,7
246,2015,3,2
246,2015,7,2
246,2015,9,2
246,2015,11,7
247,2012,11,3
247,2013,1,1
247,2013,8,2
247,2013,9,2
247,2013,11,3
247,2014,1,2
247,2014,5,6
247,2014,9,2
247,2014,11,3
247,2015,5,6
247,2015,11,6
248,2012,11,7
248,2013,1,3
248,2013,3,4
248,2013,5,4
248,2013,8,2
248,2014,3,1
248,2014,9,2
248,2014,11,1
248,2015,5,5
248,2015,7,2
248,2015,11,7
249,2012,11,13
249,2013,1,2
249,2013,3,1
249,2013,5,2
249,2013,8,3
249,2013,9,5
249,2014,1,3
249,2014,5,4
249,2014,9,6
249,2014,11,6
249,2015,1,1
249,2015,3,4
249,2015,9,3
249,2015,11,7
251,2013,1,1
251,2013,3,1
251,2013,5,1
251,2014,3,1
251,2014,5,1
251,2014,7,2
251,2014,9,2
251,2014,11,6
251,2015,3,3
251,2015,9,1
251,2015,11,14
252,2012,11,7
252,2013,1,1
252,2013,3,2
252,2013,9,7
252,2013,11,2
252,2014,1,2
252,2014,3,6
252,2014,5,4
252,2014,9,2
252,2014,11,7
252,2015,1,2
252,2015,3,6
252,2015,5,2
252,2015,7,1
252,2015,9,3
252,2015,11,6
253,2012,11,7
253,2013,1,2
253,2013,3,5
253,2013,5,6
253,2013,8,15
253,2013,11,8
253,2014,1,3
253,2014,3,6
253,2014,5,6
253,2014,7,6
253,2014,9,9
253,2014,11,10
253,2015,1,1
253,2015,3,10
253,2015,5,5
253,2015,7,5
253,2015,9,7
253,2015,11,7
254,2012,11,7
254,2013,8,7
254,2013,9,7
254,2013,11,4
254,2014,1,5
254,2014,3,1
254,2014,5,3
254,2014,9,3
254,2014,11,7
254,2015,1,1
254,2015,3,14
254,2015,5,10
254,2015,7,3
254,2015,9,2
254,2015,11,6
257,2012,11,3
257,2013,1,2
257,2013,3,3
257,2013,5,8
257,2013,8,8
257,2013,11,6
257,2014,1,4
257,2014,3,3
257,2014,5,3
257,2014,7,3
257,2014,9,5
257,2014,11,6
257,2015,1,2
257,2015,3,2
257,2015,5,3
257,2015,7,4
257,2015,9,5
257,2015,11,4
258,2012,11,4
258,2013,1,3
258,2013,3,4
258,2013,5,8
258,2013,11,6
258,2014,1,4
258,2014,3,3
258,2014,5,12
258,2014,7,4
258,2014,9,3
258,2014,11,6
258,2015,1,5
258,2015,9,2
258,2015,11,6
259,2012,11,6
259,2013,1,6
259,2013,3,4
259,2013,5,6
259,2013,8,3
259,2013,9,5
259,2013,11,8
259,2014,1,10
259,2014,3,4
259,2014,5,6
259,2014,7,6
259,2014,9,6
259,2014,11,8
259,2015,1,10
259,2015,3,8
259,2015,5,5
259,2015,7,10
259,2015,9,6
259,2015,11,5
260,2012,11,2
260,2013,1,1
260,2013,3,3
260,2013,5,3
260,2013,8,2
260,2013,9,1
260,2013,11,1
260,2014,1,1
260,2014,3,3
260,2014,5,1
260,2014,9,6
260,2014,11,3
260,2015,1,2
260,2015,3,3
260,2015,5,5
260,2015,7,3
260,2015,9,7
260,2015,11,2
262,2012,11,10
262,2013,1,10
262,2013,5,15
262,2013,8,21
262,2013,9,17
262,2013,11,5
262,2014,1,4
262,2014,7,4
262,2014,9,12
262,2014,11,6
262,2015,1,1
262,2015,3,8
262,2015,5,4
262,2015,7,3
262,2015,9,9
262,2015,11,3
265,2012,11,6
265,2013,1,9
265,2013,3,2
265,2013,5,6
265,2013,8,14
265,2013,9,10
265,2013,11,10
265,2014,1,10
265,2014,3,4
265,2014,5,4
265,2014,7,1
265,2014,9,7
265,2014,11,6
265,2015,1,2
265,2015,3,3
265,2015,5,7
265,2015,7,2
265,2015,9,4
267,2012,11,10
267,2013,1,1
267,2013,3,1
267,2013,5,5
267,2013,8,1
267,2013,9,5
267,2013,11,6
267,2014,1,3
267,2014,3,8
267,2014,5,6
267,2014,7,8
267,2014,9,6
267,2014,11,9
267,2015,1,5
267,2015,5,4
267,2015,7,6
267,2015,9,14
267,2015,11,5
269,2012,11,6
269,2013,1,7
269,2013,3,3
269,2013,5,6
269,2013,8,3
269,2013,9,7
269,2013,11,5
269,2014,1,4
269,2014,3,3
269,2014,5,4
269,2014,7,2
269,2014,9,4
269,2014,11,3
269,2015,1,6
269,2015,3,2
269,2015,5,3
269,2015,7,8
269,2015,9,6
269,2015,11,3
271,2012,11,9
271,2013,1,7
271,2013,3,9
271,2013,5,4
271,2013,8,16
271,2013,9,8
271,2013,11,10
271,2014,1,8
271,2014,3,4
271,2014,5,6
271,2014,7,6
271,2014,9,10
271,2014,11,12
271,2015,1,12
271,2015,3,12
271,2015,5,4
271,2015,7,6
271,2015,9,6
271,2015,11,8
272,2012,11,4
272,2013,1,1
272,2013,3,6
272,2013,5,6
272,2013,8,4
272,2013,9,12
272,2013,11,10
272,2014,1,5
272,2014,3,3
272,2014,5,4
272,2014,9,3
272,2014,11,4
272,2015,1,8
272,2015,3,2
272,2015,5,1
272,2015,7,4
272,2015,9,9
272,2015,11,6
275,2012,11,6
275,2013,1,5
275,2013,9,3
275,2014,7,14
275,2014,9,1
275,2014,11,2
275,2015,1,2
275,2015,3,2
275,2015,5,7
275,2015,7,6
275,2015,9,4
275,2015,11,2
276,2012,11,7
276,2013,1,7
276,2013,9,3
276,2013,11,7
276,2014,3,3
276,2014,9,14
276,2014,11,6
276,2015,3,1
276,2015,5,4
276,2015,7,9
276,2015,9,5
276,2015,11,10
278,2013,1,7
278,2013,8,14
278,2013,9,1
278,2014,7,10
278,2014,9,5
278,2014,11,3
278,2015,5,7
278,2015,9,7
278,2015,11,8
279,2012,11,3
279,2013,1,3
279,2013,9,3
279,2013,11,4
279,2014,1,2
279,2014,3,4
279,2014,5,4
279,2014,7,3
279,2014,9,2
279,2014,11,5
279,2015,1,3
279,2015,3,2
279,2015,5,4
