"","type","commonness","hhid","cfrid"
"663","catch",3.50455081325334e-08,611,14
"664","catch",2.53289106891345e-07,612,14
"665","catch",6.74014054118587e-08,613,14
"666","catch",7.80996666528613e-08,616,14
"667","catch",8.42003564628362e-08,619,14
"668","catch",2.56832449862e-08,620,14
"669","catch",4.17355082053982e-08,621,14
"670","catch",4.59488221504519e-08,624,14
"671","catch",1.13654533313673e-07,625,11
"672","catch",2.94259374068718e-08,629,11
"673","catch",5.24427961779311e-08,630,11
"674","catch",4.10466248495103e-08,631,11
"675","catch",4.41408302829638e-08,632,11
"676","catch",5.0523690485772e-08,633,11
"677","catch",3.84598413442997e-08,634,11
"678","catch",6.7688410527109e-08,636,11
"679","catch",9.01891702634175e-08,637,11
"680","catch",4.89246453432064e-08,638,11
"681","cons",5.02446714660883e-08,1,1
"682","cons",1.08736668900794e-07,2,1
"683","cons",8.85361035694922e-08,4,1
"684","cons",3.61916201478999e-08,5,1
"685","cons",1.54882315342261e-07,7,1
"686","cons",8.43614390222556e-08,8,1
"687","cons",2.20948776250325e-07,9,1
"688","cons",4.70651248458271e-08,10,1
"689","cons",2.4197244301455e-08,12,1
"690","cons",9.25925319818661e-08,13,1
"691","cons",4.66719418596201e-08,14,1
"692","cons",1.00512931765673e-08,16,1
"693","cons",1.66019853143709e-08,19,2
"694","cons",2.23545078603441e-08,20,2
"695","cons",4.12908561795391e-08,21,2
"696","cons",7.66538898996323e-08,22,2
"697","cons",4.67123789503817e-08,23,2
"698","cons",2.78472994621364e-08,24,2
"699","cons",6.78314053989866e-08,25,2
"700","cons",1.16128615402991e-08,26,2
"701","cons",3.6009418489798e-08,28,2
"702","cons",1.28696720358743e-08,30,2
"703","cons",3.98125503599712e-08,31,2
"704","cons",9.47706909318203e-08,33,32
"705","cons",1.06383273894503e-07,34,32
"706","cons",7.2738704917074e-08,37,32
"707","cons",3.44728551141869e-08,38,32
"708","cons",2.96876510599737e-08,39,32
"709","cons",1.83971573633099e-07,40,32
"710","cons",1.50701283688045e-07,41,32
"711","cons",1.74183892257953e-07,43,32
"712","cons",7.97425726579751e-09,44,32
"713","cons",1.02922576431265e-08,45,32
"714","cons",5.41551519370466e-08,46,32
"715","cons",2.65170646297571e-07,47,32
"716","cons",1.16603178694533e-07,48,32
"717","cons",1.68902476423277e-07,49,10
"718","cons",1.23759288937437e-07,50,10
"719","cons",1.33435668066229e-07,51,10
"720","cons",7.68438205259598e-08,53,10
"721","cons",1.15233026827341e-08,54,10
"722","cons",2.59943047634911e-07,55,10
"723","cons",9.38753930854256e-08,56,10
"724","cons",6.50054364806135e-08,58,10
"725","cons",8.44732296673533e-08,61,10
"726","cons",8.5807610019972e-08,62,10
"727","cons",6.44810576069563e-08,64,10
"728","cons",5.82732699649259e-08,67,6
"729","cons",2.15817705791944e-08,68,6
"730","cons",7.6876562978303e-08,69,6
"731","cons",4.33749816304942e-08,70,6
"732","cons",6.37548915967143e-08,71,6
"733","cons",2.00484836481005e-08,72,6
"734","cons",4.55789288659454e-08,73,6
"735","cons",1.28937898839471e-07,74,6
"736","cons",1.45976034352623e-07,75,6
"737","cons",5.7354383606664e-08,79,6
"738","cons",6.59283143507823e-08,83,12
"739","cons",1.34198015615765e-07,84,12
"740","cons",6.62174286885851e-08,85,12
"741","cons",6.07896300835479e-07,86,12
"742","cons",2.59930036875671e-07,87,12
"743","cons",5.52154699886869e-08,88,12
"744","cons",1.27195181179085e-07,89,12
"745","cons",1.20977756345849e-07,93,12
"746","cons",2.90529873112406e-07,94,12
"747","cons",2.36350213736435e-07,96,12
"748","cons",7.08844336136596e-08,97,27
"749","cons",1.58970635206904e-08,98,27
"750","cons",7.36580961818258e-08,99,27
"751","cons",6.25491173893712e-08,101,27
"752","cons",2.8912512999751e-08,102,27
"753","cons",6.15104647502615e-08,103,27
"754","cons",1.37285273645222e-08,106,27
"755","cons",6.81361098042312e-08,107,27
"756","cons",1.18905992846373e-07,109,27
"757","cons",7.27045551733588e-08,110,27
"758","cons",1.07841664791016e-07,113,20
"759","cons",1.14669577922262e-07,115,20
"760","cons",4.82750327006636e-08,116,20
"761","cons",8.62896035009693e-08,117,20
"762","cons",1.12620156940917e-07,118,20
"763","cons",4.68514663287876e-08,119,20
"764","cons",1.19794513970374e-07,120,20
"765","cons",1.34084920816852e-07,121,20
"766","cons",9.9940138144349e-08,122,20
"767","cons",5.19607027242671e-08,123,20
"768","cons",1.40476319516712e-07,126,20
"769","cons",6.81118467305271e-08,129,24
"770","cons",7.45156990618378e-08,131,24
"771","cons",1.06696968941963e-07,132,24
"772","cons",3.83926742013974e-08,133,24
"773","cons",7.45933105682225e-08,135,24
"774","cons",1.28059505051129e-07,136,24
"775","cons",8.80171227292634e-08,137,24
"776","cons",9.10678943804167e-08,138,24
"777","cons",7.57010668519024e-08,139,24
"778","cons",8.72073697679843e-08,141,24
"779","cons",9.11003827655925e-08,143,24
"780","cons",2.57179247853614e-08,145,5
"781","cons",6.97138561522197e-08,147,5
"782","cons",1.0504484862003e-07,150,5
"783","cons",1.14668489287638e-07,151,5
"784","cons",7.56876860660012e-08,155,5
"785","cons",1.16506209630746e-07,156,5
"786","cons",5.04111459584984e-08,157,5
"787","cons",5.62203905300674e-08,158,5
"788","cons",1.63362440261358e-07,159,5
"789","cons",7.95239771507008e-08,160,5
"790","cons",7.38954936078505e-08,161,15
"791","cons",7.75196326867121e-08,162,15
"792","cons",7.51207327332505e-08,163,15
"793","cons",6.19784503875215e-08,165,15
"794","cons",1.01498961438816e-07,166,15
"795","cons",1.13604320145365e-07,169,15
"796","cons",9.96527442821724e-08,170,15
"797","cons",1.71478329441659e-07,173,15
"798","cons",1.00922701447845e-07,174,15
"799","cons",1.63787007728974e-07,176,15
"800","cons",9.97541984459648e-08,179,3
"801","cons",1.4570436178329e-07,180,3
"802","cons",9.35644698565184e-08,181,3
"803","cons",1.55537342152942e-07,182,3
"804","cons",6.22543027967566e-08,183,3
"805","cons",1.89650704026226e-07,184,3
"806","cons",1.1873675183199e-07,185,3
"807","cons",1.75593684669884e-07,188,3
"808","cons",8.99959978233672e-08,190,3
"809","cons",1.18050105611476e-07,192,3
"810","cons",2.64879753251613e-08,193,9
"811","cons",3.3261662923025e-08,194,9
"812","cons",1.03947426120277e-07,195,9
"813","cons",8.4833925106507e-08,196,9
"814","cons",4.20256281260539e-08,197,9
"815","cons",3.93037302484577e-08,199,9
"816","cons",1.02549745972615e-07,202,9
"817","cons",8.5009537478333e-08,203,9
"818","cons",6.53259921573229e-08,205,9
"819","cons",1.05063807460227e-07,207,9
"820","cons",8.90733111868729e-08,209,18
"821","cons",8.34193923580662e-08,210,18
"822","cons",1.18866620256311e-07,211,18
"823","cons",9.93613686228309e-08,214,18
"824","cons",8.76695276812727e-08,215,18
"825","cons",1.04267529361334e-07,216,18
"826","cons",1.14556837564921e-07,217,18
"827","cons",7.9189589978693e-08,219,18
"828","cons",1.04530722083165e-07,221,18
"829","cons",1.34467123517512e-07,222,18
"830","cons",1.6529087084765e-07,225,19
"831","cons",1.06009402801559e-07,226,19
"832","cons",3.38357456133643e-07,229,19
"833","cons",1.53168751776948e-07,230,19
"834","cons",8.0236686228676e-08,231,19
"835","cons",1.2689299927905e-07,232,19
"836","cons",8.05253853506315e-08,233,19
"837","cons",7.09725105374677e-08,236,19
"838","cons",7.78104193600027e-08,237,19
"839","cons",1.43897275251596e-07,238,19
"840","cons",3.47884321199757e-08,241,8
"841","cons",1.54698810802464e-07,244,8
"842","cons",8.50889228518246e-08,246,8
"843","cons",6.79896733675539e-08,247,8
"844","cons",5.96474964129245e-08,248,8
"845","cons",1.737777071123e-07,249,8
"846","cons",5.07055025016965e-08,251,8
"847","cons",2.38093535212289e-07,252,8
"848","cons",6.5724702501161e-08,253,8
"849","cons",1.30264794362929e-07,254,8
"850","cons",6.57282115731198e-08,257,13
"851","cons",5.656043124542e-08,258,13
"852","cons",1.93081001039463e-07,259,13
"853","cons",7.96661528735752e-08,260,13
"854","cons",9.67464126054615e-08,262,13
"855","cons",1.22240578697324e-07,265,13
"856","cons",7.97982854903937e-08,267,13
"857","cons",1.4184390702965e-07,269,13
"858","cons",9.23988016981279e-08,271,13
"859","cons",8.37826757211562e-08,272,13
"860","cons",4.85052494343789e-08,275,38
"861","cons",4.3247152537664e-08,276,38
"862","cons",1.72992422714822e-08,278,38
"863","cons",3.8564352645652e-08,279,38
"864","cons",1.15666655276963e-08,280,38
"865","cons",4.41019589247483e-08,282,38
"866","cons",3.34472870599066e-08,283,38
"867","cons",1.78604703222896e-08,284,38
"868","cons",3.96709055835418e-08,285,38
"869","cons",2.01875149062583e-08,288,38
"870","cons",1.92068439942789e-08,289,39
"871","cons",2.71627880960784e-08,290,39
"872","cons",1.17733586222847e-08,291,39
"873","cons",6.27939923620479e-08,292,39
"874","cons",3.16266817660642e-08,293,39
"875","cons",2.38451627856108e-08,297,39
"876","cons",3.61480600044762e-08,300,39
"877","cons",7.75507668651833e-09,301,39
"878","cons",4.70170397764369e-08,303,39
"879","cons",9.18881190761965e-08,304,39
"880","cons",7.8335900146444e-08,305,40
"881","cons",3.31351329414347e-08,306,40
"882","cons",6.66789458499481e-08,310,40
"883","cons",4.27759470985656e-08,311,40
"884","cons",2.35017649525479e-08,312,40
"885","cons",3.57458462465264e-08,313,40
"886","cons",2.9337583886561e-08,316,40
"887","cons",5.31271289059513e-08,318,40
"888","cons",5.24342022413142e-08,319,40
"889","cons",7.23510061192594e-08,320,40
"890","cons",8.16553701191243e-08,321,22
"891","cons",7.14619856042944e-08,322,22
"892","cons",9.51674436725947e-08,323,22
"893","cons",3.26720861795271e-08,324,22
"894","cons",4.684137245565e-08,326,22
"895","cons",8.58742622027529e-08,329,22
"896","cons",4.47678863843638e-08,333,22
"897","cons",7.72810702479714e-08,334,22
"898","cons",7.44540856134398e-08,335,22
"899","cons",5.95534071689879e-08,336,22
"900","cons",1.64441742129489e-07,337,25
"901","cons",4.99854677122309e-08,338,25
"902","cons",5.76319038956259e-09,339,31
"903","cons",2.05994530834917e-08,340,25
"904","cons",7.96881852695095e-08,342,25
"905","cons",9.90527468073751e-08,344,25
"906","cons",5.70230112074183e-08,346,25
"907","cons",2.36519839441508e-08,347,25
"908","cons",3.56892383542149e-08,348,25
"909","cons",4.11153950035751e-08,350,25
"910","cons",8.21788575548058e-08,351,25
"911","cons",2.9377319761492e-08,356,36
"912","cons",2.07388010354351e-08,357,36
"913","cons",1.03696255045395e-08,358,36
"914","cons",4.5610602736114e-08,359,36
"915","cons",2.35244659858241e-08,360,36
"916","cons",1.54424426225822e-08,361,36
"917","cons",3.31264879054327e-08,363,36
"918","cons",2.81804110441806e-08,364,36
"919","cons",1.85189398406908e-08,365,36
"920","cons",4.37939489936503e-08,368,36
"921","cons",4.61504582345805e-08,370,37
"922","cons",4.73121800713306e-08,371,37
"923","cons",5.23967416534976e-08,374,37
"924","cons",1.69183452812915e-08,375,37
"925","cons",6.64772465337566e-08,376,37
"926","cons",2.47857891819069e-08,378,37
"927","cons",4.12414588302507e-08,379,37
"928","cons",1.04400986380851e-07,380,37
"929","cons",5.2591248805924e-08,381,37
"930","cons",5.49299159202531e-08,382,37
"931","cons",4.29034157947885e-08,383,37
"932","cons",5.03856427856465e-08,384,37
"933","cons",3.96150261119787e-08,385,31
"934","cons",2.50685415958437e-08,386,31
"935","cons",3.46394880786257e-08,388,31
"936","cons",7.60574701596391e-08,389,31
"937","cons",3.87402249782658e-08,390,31
"938","cons",5.06122543013831e-08,393,31
"939","cons",3.97612311719404e-08,394,31
"940","cons",4.9538240987342e-08,396,31
"941","cons",7.51659620280759e-08,397,31
"942","cons",1.50819085635027e-08,399,31
"943","cons",5.13199304943677e-08,400,31
"944","cons",5.74348838191265e-08,401,29
"945","cons",4.25431256041143e-08,402,29
"946","cons",9.42395770902708e-09,403,29
"947","cons",1.25165122029551e-08,405,29
"948","cons",3.09131721399701e-08,408,29
"949","cons",6.97557442878957e-08,409,29
"950","cons",9.69482618096385e-08,412,29
"951","cons",3.8190401522664e-08,413,29
"952","cons",3.47616248633674e-08,414,29
"953","cons",5.87215945738707e-08,415,29
"954","cons",5.83693289663807e-08,418,33
"955","cons",2.37643763260015e-08,419,33
"956","cons",5.2460859320985e-08,420,33
"957","cons",7.83431785090203e-08,423,33
"958","cons",3.70926975676319e-08,424,33
"959","cons",5.11423444378752e-08,425,33
"960","cons",1.78661540730548e-08,426,33
"961","cons",8.97545651831974e-08,427,33
"962","cons",4.32122559699009e-08,429,33
"963","cons",8.47658352866347e-08,430,33
"964","cons",1.10453539014106e-07,432,33
"965","cons",5.61780488161641e-08,435,17
"966","cons",1.86393541745634e-07,436,17
"967","cons",4.04562579914111e-08,437,17
"968","cons",5.46524826753852e-08,438,17
"969","cons",1.84294918716042e-07,440,17
"970","cons",2.46341528111178e-08,442,17
"971","cons",4.36419299793489e-08,443,17
"972","cons",1.04945754105992e-07,444,17
"973","cons",5.36711331795822e-08,445,17
"974","cons",2.69541395714096e-08,446,17
"975","cons",9.51442126267144e-08,449,28
"976","cons",5.41728720495512e-08,451,28
"977","cons",2.97228151372866e-08,452,28
"978","cons",6.0238593633849e-08,453,28
"979","cons",5.74357072370745e-08,454,28
"980","cons",1.99272705485039e-08,458,28
"981","cons",7.53305488772459e-08,460,28
"982","cons",5.61021325732875e-08,462,28
"983","cons",1.07400457594112e-07,463,28
"984","cons",4.13724365092901e-08,464,28
"985","cons",7.16200657235356e-08,465,26
"986","cons",2.62212828546328e-08,466,26
"987","cons",4.87753411419118e-08,469,26
"988","cons",4.24709132400496e-08,470,26
"989","cons",1.11636725475465e-07,472,26
"990","cons",7.47264064623176e-08,473,26
"991","cons",8.05407977287436e-08,474,26
"992","cons",4.98423067672441e-09,475,26
"993","cons",8.89206447778286e-08,478,26
"994","cons",6.27763134364162e-08,480,26
"995","cons",1.05862786025142e-07,482,23
"996","cons",1.34667836448283e-07,484,23
"997","cons",6.24243136711945e-08,485,23
"998","cons",2.01153049552035e-08,486,23
"999","cons",9.74748235518122e-08,488,23
"1000","cons",9.18639990678704e-08,489,23
"1001","cons",1.42583766186118e-07,491,23
"1002","cons",4.262014307284e-08,493,23
"1003","cons",1.10641945035062e-07,494,23
"1004","cons",4.81065338200176e-08,495,23
"1005","cons",1.07562097033151e-07,497,30
"1006","cons",1.84169253099328e-08,498,30
"1007","cons",2.06898346881474e-08,500,30
"1008","cons",3.35548993947951e-08,504,30
"1009","cons",1.13438798937651e-07,505,30
"1010","cons",5.99496835133638e-08,507,30
"1011","cons",3.21088649256271e-08,508,30
"1012","cons",1.9344749068461e-08,510,30
"1013","cons",9.37533965143826e-08,511,30
"1014","cons",8.53782234871959e-08,514,21
"1015","cons",8.82356748867124e-08,515,21
"1016","cons",1.93931799483002e-07,516,21
"1017","cons",2.77829126223947e-07,519,21
"1018","cons",9.80727819555457e-08,520,21
"1019","cons",7.11428894633489e-08,522,21
"1020","cons",9.01017476496439e-08,523,21
"1021","cons",1.84394156138843e-07,524,21
"1022","cons",7.66616845664207e-08,525,21
"1023","cons",8.175043770637e-08,526,21
"1024","cons",2.65150573477032e-08,529,4
"1025","cons",2.55800918124162e-08,530,4
"1026","cons",2.36635333096847e-08,531,4
"1027","cons",5.5401384210748e-08,532,4
"1028","cons",3.92012236270728e-08,533,4
"1029","cons",1.00144983577552e-07,536,4
"1030","cons",1.18669890156352e-07,538,4
"1031","cons",5.24313822053407e-08,540,4
"1032","cons",1.13930729672651e-07,541,4
"1033","cons",1.38428516101945e-07,543,4
"1034","cons",8.78752737397976e-08,545,7
"1035","cons",3.30875786015712e-08,546,7
"1036","cons",2.98193389995261e-08,547,7
"1037","cons",6.61957787711571e-08,550,7
"1038","cons",7.59420075360116e-08,551,7
"1039","cons",1.23181049741641e-07,552,7
"1040","cons",3.40872892132941e-08,553,7
"1041","cons",4.67547577743659e-08,555,7
"1042","cons",2.42415278487819e-08,556,7
"1043","cons",2.60124696885434e-08,557,7
"1044","cons",1.94845058167838e-08,562,34
"1045","cons",8.91428251258394e-08,563,34
"1046","cons",2.58540271097505e-07,564,34
"1047","cons",1.23584146100454e-07,565,34
"1048","cons",8.8251743195714e-08,566,34
"1049","cons",3.00133746684704e-08,567,34
"1050","cons",7.64910034545745e-08,570,34
"1051","cons",1.23652663957199e-07,573,34
"1052","cons",7.31534168396508e-08,574,34
"1053","cons",1.53909192890404e-07,576,34
"1054","cons",1.50417592269206e-07,577,35
"1055","cons",3.03940687367739e-09,578,35
"1056","cons",1.6005223515537e-08,581,35
"1057","cons",9.06408561936917e-08,582,35
"1058","cons",1.90283811880447e-08,585,35
"1059","cons",1.58591777466064e-08,586,35
"1060","cons",1.15497947913248e-07,587,35
"1061","cons",2.57584626316227e-08,589,35
"1062","cons",1.8402591960421e-07,590,35
"1063","cons",5.61198495205842e-08,592,35
"1064","cons",5.45631056655459e-08,594,16
"1065","cons",6.48652414285978e-08,595,16
"1066","cons",6.3496530574248e-08,597,16
"1067","cons",5.81439552867608e-08,598,16
"1068","cons",1.82489459584642e-08,599,16
"1069","cons",9.28653794714108e-09,601,16
"1070","cons",3.41917363744636e-08,602,16
"1071","cons",1.05982180729985e-07,604,16
"1072","cons",6.43579303866289e-08,605,16
"1073","cons",6.09753311618077e-08,606,16
"1074","cons",2.15238011252091e-08,609,14
"1075","cons",8.51202800714395e-08,610,14
"1076","cons",2.99661359008257e-08,611,14
"1077","cons",1.60287253270468e-07,612,14
"1078","cons",3.88736001938102e-08,613,14
"1079","cons",6.54735082332885e-08,616,14
"1080","cons",7.72840467175875e-08,619,14
"1081","cons",2.44447200502876e-08,620,14
"1082","cons",3.50373444485053e-08,621,14
"1083","cons",2.89961975905514e-08,624,14
"1084","cons",7.36253896811678e-08,625,11
"1085","cons",2.5604443388612e-08,629,11
"1086","cons",4.26830450003195e-08,630,11
"1087","cons",2.37588442230581e-08,631,11
"1088","cons",2.93384264608193e-08,632,11
"1089","cons",3.41427195472057e-08,633,11
"1090","cons",2.32533443480611e-08,634,11
"1091","cons",2.88827455013865e-08,636,11
"1092","cons",4.15023119743805e-08,637,11
"1093","cons",3.52244082617609e-08,638,11
"1094","cfr",1.01855128891542e-06,0,1
"1095","cfr",2.87740840779645e-06,0,2
"1096","cfr",1.32976117980124e-06,0,3
"1097","cfr",2.15001119135261e-06,0,4
"1098","cfr",4.3069605552177e-07,0,5
"1099","cfr",1.91996224815832e-05,0,6
"1100","cfr",8.89052136118317e-08,0,7
"1101","cfr",3.41314573223641e-07,0,8
"1102","cfr",8.21354488676612e-06,0,9
"1103","cfr",3.76936622222388e-06,0,10
"1104","cfr",1.57227199742155e-07,0,11
"1105","cfr",3.51612416020287e-06,0,12
"1106","cfr",1.03280741469942e-06,0,13
"1107","cfr",1.48734790567138e-07,0,14
"1108","cfr",2.52886613470874e-06,0,15
"1109","cfr",3.92474061416034e-07,0,16
"1110","cfr",9.24682943203643e-07,0,17
"1111","cfr",4.39588700581737e-07,0,18
"1112","cfr",3.94393583340684e-07,0,19
"1113","cfr",1.25249466391072e-06,0,20
"1114","cfr",2.74290126540841e-05,0,21
"1115","cfr",7.57298688138652e-07,0,22
"1116","cfr",2.61286003100641e-06,0,23
"1117","cfr",4.32815429034682e-07,0,24
"1118","cfr",9.76936879107228e-07,0,25
"1119","cfr",5.10216963510814e-07,0,26
"1120","cfr",7.82525792808899e-07,0,27
"1121","cfr",1.94697453894257e-06,0,28
"1122","cfr",1.79829599840649e-07,0,29
"1123","cfr",4.00921716844843e-06,0,30
"1124","cfr",5.88279438308119e-07,0,31
"1125","cfr",1.46704604941678e-06,0,32
"1126","cfr",7.18262580377498e-07,0,33
"1127","cfr",8.42658504966697e-07,0,34
"1128","cfr",1.57475539411026e-06,0,35
"1129","cfr",6.21443159203564e-07,0,36
"1130","cfr",9.25740689384533e-07,0,37
"1131","cfr",7.16843995741495e-07,0,38
"1132","cfr",1.28061524791371e-07,0,39
"1133","cfr",1.49156677121901e-07,0,40
