"","hhid","catch","cons","sold","cfr"
"51",70,42.0939424596304,47.5969246464689,NA,88.3885974010781
"52",71,29.5464915978659,39.9981846613371,31.0169316238294,88.3885974010781
"53",72,29.6573201172162,40.5627146911404,29.8016557896196,88.3885974010781
"54",73,73.5775868884543,49.2328036049073,78.3239490284397,88.3885974010781
"55",74,43.0484081252398,56.103900352006,61.9181826029752,88.3885974010781
"56",75,37.288969312931,55.8262669452004,38.8818681318681,88.3885974010781
"57",79,34.0922874251667,30.5116627663843,NA,88.3885974010781
"58",83,86.563543546102,67.618147466333,122,53.5770959062702
"59",84,85.538477521195,74.9121993814825,110.045685279188,53.5770959062702
"60",85,71.1627467567311,63.2883124630258,NA,53.5770959062702
"61",86,110.495658353959,109.006591024792,122,53.5770959062702
"62",87,93.9306561303796,97.9735621671033,122,53.5770959062702
"63",88,94.2805016450494,82.9771818970127,108.403755868545,53.5770959062702
"64",89,55.5470900191591,80.6626129023857,122,53.5770959062702
"65",93,49.6554102793084,59.5598746519559,112.371967790797,53.5770959062702
"66",94,102.542955394864,94.7491814925507,121.953488372093,53.5770959062702
"67",96,106.81099410145,94.1133478062503,121.959748017773,53.5770959062702
"68",97,77.7777454096609,66.4170055938694,NA,28.1075898986363
"69",98,71.803833069996,74.3710276470628,NA,28.1075898986363
"70",99,83.5559997495321,73.1186804194337,122,28.1075898986363
"71",101,86.2648421796697,92.45822595274,NA,28.1075898986363
"72",102,62.8159132596522,70.0700711318692,62.121975982675,28.1075898986363
"73",103,56.539825260299,59.8071518410977,50.1934181938037,28.1075898986363
"74",106,47.1512618703027,32.1879599158207,118.113043395406,28.1075898986363
"75",107,106.069230520517,103.42724529728,122,28.1075898986363
"76",109,71.0088584564729,48.5081608736768,105.160028854119,28.1075898986363
"77",110,24.7310796135567,46.9374701517479,21.5206918024381,28.1075898986363
"78",113,44.6167785223478,52.7231484612045,NA,33.4362162787458
"79",115,50.6969622196702,50.3022372010429,NA,33.4362162787458
"80",116,41.708067824809,37.4485301327813,115.516562974553,33.4362162787458
"81",117,62.8531974646964,63.3064184862302,NA,33.4362162787458
"82",118,74.4386646473298,61.4533001151436,122,33.4362162787458
"83",119,53.9166280796382,54.228292938464,NA,33.4362162787458
"84",120,45.059883727926,48.5175943828956,76,33.4362162787458
"85",121,34.4903394608419,40.9440042564079,53.4818588236264,33.4362162787458
"86",122,49.6269614942365,47.214559249898,122,33.4362162787458
"87",123,40.3894229855328,36.33591534397,51.2315789820609,33.4362162787458
"88",126,54.798150123545,51.9621584523616,95.1643300730685,33.4362162787458
"89",129,46.5223662205484,48.6179601433771,NA,29.4787075919382
"90",131,45.8668917025319,46.376203660673,NA,29.4787075919382
"91",132,61.9478551327249,51.2835788008294,100.133333333333,29.4787075919382
"92",133,29.1714767537032,32.3623271807702,NA,29.4787075919382
"93",135,37.8309884283988,44.8235304198201,NA,29.4787075919382
"94",136,57.8768121751397,57.4578047202847,NA,29.4787075919382
"95",137,53.7921478248444,50.2908433732647,105.5,29.4787075919382
"96",138,53.1682597954691,48.2719872968905,88.125,29.4787075919382
"97",139,40.286061052006,46.3974883490988,17.4866663333333,29.4787075919382
"98",141,48.8313779276142,48.6134864945907,122,29.4787075919382
"99",143,41.3483903135863,39.4766590115424,105.5,29.4787075919382
"100",145,38.581825929133,35.6950783440026,NA,63.4831171289839
"101",147,53.8378196726256,55.7804174233714,NA,63.4831171289839
"102",150,68.2835251179289,61.5114167150127,42.700001,63.4831171289839
"103",151,68.1005656360952,69.3658306701532,NA,63.4831171289839
"104",155,47.0546359966256,39.3453849192488,67.1702625772236,63.4831171289839
"105",156,79.9654776945916,79.9902580840479,75.1196567279044,63.4831171289839
"106",157,55.7656521609989,54.0607677871908,NA,63.4831171289839
"107",158,65.8281137300952,46.9735258747229,100.153665173159,63.4831171289839
"108",159,55.1526163953438,47.781706771176,67.2699849218844,63.4831171289839
"109",160,47.1002122412032,35.2646885242038,65.9195350208248,63.4831171289839
"110",161,43.5542273312428,40.5288380785927,68.3119862937578,43.2804259549517
"111",162,63.6602466715829,58.6625002960564,32.2080174192864,43.2804259549517
"112",163,51.0058835429425,46.3615031660788,91.0078699118384,43.2804259549517
"113",165,47.9458669761821,54.096668120202,102.75,43.2804259549517
"114",166,62.4157279254505,60.86697401441,93.6542916757496,43.2804259549517
"115",169,58.072525493894,51.0773191481862,85.0179133750241,43.2804259549517
"116",170,63.1284972903863,62.6567023625498,77.2685132081666,43.2804259549517
"117",173,67.125592647167,64.6570775100862,73.6631642810201,43.2804259549517
"118",174,61.6339624682388,52.578223608566,107.5625,43.2804259549517
"119",176,69.9448207544326,80.5019983956384,83.2,43.2804259549517
"120",179,58.4824257135536,59.8140195970677,NA,30.5389584757533
"121",180,70.0024145327508,72.5559664286609,61.2387460010603,30.5389584757533
"122",181,62.37084850489,74.1126992047727,65.5328457688553,30.5389584757533
"123",182,58.1750862109949,63.0555569522295,NA,30.5389584757533
"124",183,58.9478061141335,57.5587479258418,69.9000003333333,30.5389584757533
"125",184,83.0563869477712,83.0848853561311,96.9271843572575,30.5389584757533
"126",185,59.4435557705776,59.908815240289,59.3840592738499,30.5389584757533
"127",188,70.9530011730362,70.669765724485,NA,30.5389584757533
"128",190,61.2041347043745,60.938606478229,NA,30.5389584757533
"129",192,61.1935726405712,65.6962396896357,74.5577579892637,30.5389584757533
"130",193,38.2151765772611,53.1757815431701,NA,88.0574863922312
"131",194,45.3805893668928,47.4146248125418,NA,88.0574863922312
"132",195,62.2097045206481,63.3040636041383,104.028571,88.0574863922312
"133",196,73.9254393416519,68.7216721779902,108.180555347222,88.0574863922312
"134",197,54.2181535474449,55.2676817355614,NA,88.0574863922312
"135",199,43.2688200986486,49.3435083749879,83.5,88.0574863922312
"136",202,54.4173697125381,54.213932256244,68.7098895987405,88.0574863922312
"137",203,54.0023301400912,54.5144344430128,47,88.0574863922312
"138",205,40.916518751269,55.5676573816328,23.0904256298381,88.0574863922312
"139",207,42.3699636983883,45.4917583683515,32.6520531122321,88.0574863922312
"140",209,52.4139261730124,54.5723699941326,NA,50.4689152335909
"141",210,44.8913641897146,53.9375588663572,42.2687021227894,50.4689152335909
"142",211,31.4370593677396,45.2165252256802,23.3361557298132,50.4689152335909
"143",214,52.9240661400166,55.3507449647854,84.4406176975734,50.4689152335909
"144",215,51.6783182970652,53.3050569575167,NA,50.4689152335909
"145",216,38.6303237272842,42.9784892979598,30.502737170824,50.4689152335909
"146",217,46.982494872978,55.8223715222447,75.7162504568598,50.4689152335909
"147",219,49.8566701198561,46.0893625945231,56.997315062827,50.4689152335909
"148",221,40.0919074498084,44.852501482177,49.3328100242762,50.4689152335909
"149",222,58.1100907306608,56.4793043926258,102.75,50.4689152335909
"150",225,64.4087237697176,66.0629390093456,66.0680650820512,48.8805710420286
"151",226,57.0241159879763,59.1756443432857,69.4433962114617,48.8805710420286
"152",229,70.12665309914,71.8458978323294,NA,48.8805710420286
"153",230,50.6035839031952,57.3099926454199,61.9263925967219,48.8805710420286
"154",231,49.7907101119354,44.6145460665072,64.3901215130559,48.8805710420286
"155",232,57.3657781833247,55.7313259501606,79.8787041766048,48.8805710420286
"156",233,46.420299084323,47.9203765825718,64.2767313930592,48.8805710420286
"157",236,44.8632167900412,56.0863849546572,83.9289404536145,48.8805710420286
"158",237,49.6295775068743,46.0455107129148,87.8485614190757,48.8805710420286
"159",238,55.9269970893422,68.13053635774,64.6428571528015,48.8805710420286
"160",241,45.9847288958099,35.7274993113115,NA,54.5878896873398
"161",244,67.4011902699173,65.6465777369723,74.4020938318923,54.5878896873398
"162",246,58.8622522495151,60.8658732514643,NA,54.5878896873398
"163",247,42.9857906862528,44.3180291813203,NA,54.5878896873398
"164",248,53.6972146856365,56.3997270229955,NA,54.5878896873398
"165",249,68.6822580462119,61.7838011474875,72.4589977206229,54.5878896873398
"166",251,86.7706590394431,79.718866000787,NA,54.5878896873398
"167",252,73.4470488224976,69.1904241687,NA,54.5878896873398
"168",253,37.7378164170673,41.9991951601061,33.3519749392477,54.5878896873398
"169",254,64.8488943928322,57.3812466397265,62.4264738856141,54.5878896873398
"170",257,51.6312285908613,51.6614844233466,58.356418483153,54.7146398604687
"171",258,65.1621855586836,63.2658353720709,71.9861592318818,54.7146398604687
"172",259,60.3839564361525,57.6111982485532,97.7286825022633,54.7146398604687
"173",260,68.9575662740722,57.9268047948489,111.425783885138,54.7146398604687
"174",262,50.1097925536515,54.3124162240475,120,54.7146398604687
"175",265,67.0308770428352,57.0782075851306,88.6263007360458,54.7146398604687
"176",267,51.2971587511684,53.66072291858,NA,54.7146398604687
"177",269,51.8819334392875,46.5893774262089,77.5454545454546,54.7146398604687
"178",271,54.4758772131812,45.5876939126829,97.1968428861,54.7146398604687
"179",272,59.6652736240902,55.0503906083675,86.4862050374137,54.7146398604687
"180",275,44.0684994725,47.1177266746406,38.6108433963936,38.4368758240853
"181",276,47.8157267230564,46.1983890728913,36.599998,38.4368758240853
"182",278,41.7304679239613,40.9224230686487,NA,38.4368758240853
"183",279,69.15180721362,46.5144271526586,90.96794717178,38.4368758240853
"184",280,19.2133576909937,19.210698055222,NA,38.4368758240853
"185",282,90.8183598932686,90.5543138969748,NA,38.4368758240853
"186",283,56.4278338220251,57.5466356880025,NA,38.4368758240853
"187",284,54.9952304773159,49.1456895361793,NA,38.4368758240853
"188",285,63.2905624138507,61.8964184807882,NA,38.4368758240853
"189",288,30.673248890929,37.513785432839,NA,38.4368758240853
"190",289,31.4185025831507,31.2567364722175,NA,22.5571655358338
"191",290,30.237034839268,25.346560310675,40.6995001818454,22.5571655358338
"192",291,33.102817798496,34.7905173347694,NA,22.5571655358338
"193",292,57.463171536727,65.1025066467422,31.2763624090909,22.5571655358338
"194",293,40.6807246684743,48.2671065681592,NA,22.5571655358338
"195",297,21.3288964542031,20.3998822944478,NA,22.5571655358338
"196",300,48.2546140181802,46.9210101590756,54.6081801234954,22.5571655358338
"197",301,22.1017818707055,21.9351818600655,NA,22.5571655358338
"198",303,52.6846345690171,53.1171406695299,122,22.5571655358338
"199",304,52.3883754127715,79.3917490179146,46.2637714526628,22.5571655358338
"200",305,40.2294674718704,44.8774823294499,44.6419754044404,28.3321060039025
"201",306,48.1805306724732,45.5007637953006,122,28.3321060039025
"202",310,50.9145855565959,56.3042532590717,NA,28.3321060039025
"203",311,47.5481154642946,49.7352330741865,NA,28.3321060039025
"204",312,49.0661792977155,48.3591775880314,NA,28.3321060039025
"205",313,43.7957896126473,37.7812737847505,91.7758176445137,28.3321060039025
"206",316,34.6396533252481,36.3068160654056,NA,28.3321060039025
"207",318,37.0027153519791,38.4408062439816,88.9646410017079,28.3321060039025
"208",319,43.2023554647767,48.0346974385555,94.5789480689225,28.3321060039025
"209",320,55.3176059342518,57.5854178294303,NA,28.3321060039025
"210",321,57.9168448670113,39.8122740037902,79.9986162779281,51.4170829896955
"211",322,61.7364312644452,52.9975158446105,86.7174599104816,51.4170829896955
"212",323,68.9933755947268,52.9689672572452,19.2522556278137,51.4170829896955
"213",324,44.1101355529696,45.7237445240843,NA,51.4170829896955
"214",326,43.533802471321,45.8813243499591,NA,51.4170829896955
"215",329,44.0533158103909,46.430058905027,116.191047614735,51.4170829896955
"216",333,40.1400929444774,50.0259820049652,36.5661023310656,51.4170829896955
"217",334,51.3255574902387,58.3119268151911,57.872049828579,51.4170829896955
"218",335,49.092676074232,59.0014984898713,45.669063108779,51.4170829896955
"219",336,39.8607315700558,51.7412930368481,45.688070112653,51.4170829896955
"220",337,90.8003079304816,79.2150072619521,112.375456925182,35.6393555356678
"221",338,53.920140931597,48.1468760247954,57.7985846714063,35.6393555356678
"222",339,17.2611698134049,20.8366716918775,NA,25.1560585850685
"223",340,56.8438284615814,57.0742370269099,NA,35.6393555356678
"224",342,72.6823434939503,72.6012540231592,37.802789087369,35.6393555356678
"225",344,71.2454641009845,71.9876425293974,78.4956823109948,35.6393555356678
"226",346,62.2675630370868,64.7047701187937,49.7098850594982,35.6393555356678
"227",347,41.688012915858,40.6556869930152,NA,35.6393555356678
"228",348,55.355451863009,50.2421712970536,NA,35.6393555356678
"229",350,79.5410828461894,75.9298790295189,NA,35.6393555356678
"230",351,66.0570989292426,71.1369872652069,NA,35.6393555356678
"231",356,49.4746723184786,49.1019543271503,NA,36.0919566963504
"232",357,56.0043464808245,50.7486966585156,NA,36.0919566963504
"233",358,42.2920658334157,41.397709249014,NA,36.0919566963504
"234",359,61.3976663944566,64.1114591195696,NA,36.0919566963504
"235",360,40.3859098811471,40.38590885802,NA,36.0919566963504
"236",361,42.1026815403308,31.0742404586991,NA,36.0919566963504
"237",363,80.5744691471022,61.1848165849368,117.625479589167,36.0919566963504
"238",364,48.9961010805887,48.6744180323281,NA,36.0919566963504
"239",365,45.0051664176229,60.4351086844646,NA,36.0919566963504
"240",368,57.4056598712449,57.3533547413732,NA,36.0919566963504
"241",370,40.4113370191001,53.2230853675242,NA,48.8958333691128
"242",371,55.5265628563923,54.9632391339692,49.3587121094662,48.8958333691128
"243",374,70.335433559146,72.503103928557,NA,48.8958333691128
"244",375,47.464492785924,49.6741089773292,NA,48.8958333691128
"245",376,58.0478060762138,52.8372429406897,92.9642857751458,48.8958333691128
"246",378,85.199999398,85.1999999309278,NA,48.8958333691128
"247",379,50.4397779808035,53.0277220589847,32.4068541071904,48.8958333691128
"248",380,97.008304199329,99.9121607517135,NA,48.8958333691128
"249",381,64.8781871418183,56.4379457884848,87.321007740029,48.8958333691128
"250",382,49.9323416081427,59.2677253877555,49.1907746692029,48.8958333691128
"251",383,45.8719713416145,36.5482298974354,60.1929757664201,48.8958333691128
"252",384,64.8070706639581,69.430134340394,73.3164912293264,48.8958333691128
"253",385,43.6610997291791,43.872686144849,7.93,25.1560585850685
"254",386,43.4715264276151,45.8267188570141,50.7797560538503,25.1560585850685
"255",388,47.2126452212741,55.3218425269503,15.86,25.1560585850685
"256",389,82.5308150487463,78.4362468101233,NA,25.1560585850685
"257",390,43.0584503518213,50.3761309726864,NA,25.1560585850685
"258",393,65.288602513006,46.6833319490821,86.4712956630624,25.1560585850685
"259",394,20.941331515769,29.6737739570966,7.37847966204987,25.1560585850685
"260",396,21.6850340427844,34.3322423483085,8.12227133035613,25.1560585850685
"261",397,73.2943343796248,65.5628244724327,122,25.1560585850685
"262",399,44.3481996901142,44.2590964235869,NA,25.1560585850685
"263",400,56.5076221416871,45.980759294533,89.6153030217308,25.1560585850685
"264",401,44.3382071411858,90.5242155055451,NA,29.7202914677999
"265",402,42.1061655107646,42.6166995822507,NA,29.7202914677999
"266",403,36.4058250332178,42.6891016722282,NA,29.7202914677999
"267",405,26.9700213328431,26.8891505518634,NA,29.7202914677999
"268",408,41.3499088801212,45.1981208465426,40.6747828644086,29.7202914677999
"269",409,81.4419421506914,78.5081249751547,81.1039855479088,29.7202914677999
"270",412,79.085469385104,71.7428616841932,93.471816803271,29.7202914677999
"271",413,65.5098987269453,41.8179062224319,89.7088576428128,29.7202914677999
"272",414,59.8722804530448,54.7508222929528,81.3499988988,29.7202914677999
"273",415,47.8345026154924,56.5889048953821,62.7372451403268,29.7202914677999
"274",418,45.5851160576223,47.2262528929475,66.4934085464056,51.3224690721986
"275",419,107.4661044718,83.1954277100143,114.600327155809,51.3224690721986
"276",420,62.2003057919,56.6853071275039,66.4661437084834,51.3224690721986
"277",423,104.201695826983,68.2164669285441,122.146380273718,51.3224690721986
"278",424,36.4325079813721,36.2646196286714,NA,51.3224690721986
"279",425,85.1861877579375,59.5263944866234,105.000283434793,51.3224690721986
"280",426,41.5782902758227,41.5782899671798,NA,51.3224690721986
"281",427,101.66822478166,66.0124938169355,110.629345177206,51.3224690721986
"282",429,79.3150043075228,70.6896015363509,82.9312453421984,51.3224690721986
"283",430,67.5421564082185,51.612986236647,80.2762845964304,51.3224690721986
"284",432,90.907443025654,73.8907806270636,112.697105852064,51.3224690721986
"285",435,77.1124056573596,67.7967033984655,NA,68.8899166504252
"286",436,69.5160177489759,71.8731137742276,122,68.8899166504252
"287",437,77.7744780449254,65.7841061656999,NA,68.8899166504252
"288",438,64.1403918911484,54.5864574918583,NA,68.8899166504252
"289",440,68.6087890304172,84.5388985755971,102.354429988079,68.8899166504252
"290",442,44.9922612449333,51.1354032833402,51.2562177488443,68.8899166504252
"291",443,31.5278179041082,42.2059721962603,22.1481423146592,68.8899166504252
"292",444,75.1312680015636,97.0551086618333,40.3048151973787,68.8899166504252
"293",445,64.5209740722954,68.0933392682734,NA,68.8899166504252
"294",446,34.833189176718,38.9436444482448,NA,68.8899166504252
"295",449,55.2803347445677,64.0115865469797,122,30.3809099692149
"296",451,45.9347721135438,48.6477036180323,53.3790786936284,30.3809099692149
"297",452,31.2703811562192,34.408162766379,29.6750749436302,30.3809099692149
"298",453,56.2484294760479,42.730621552823,67.2510193802272,30.3809099692149
"299",454,37.7151630925157,52.7993372608139,19.5618896787519,30.3809099692149
"300",458,31.8136979638814,37.5818854827062,9.09090887110955,30.3809099692149
"301",460,51.7287993508732,55.6539684277345,NA,30.3809099692149
"302",462,33.3406082982185,37.3187957399644,34.1992502670954,30.3809099692149
"303",463,61.3410751339689,79.6557442589634,62.6474305984334,30.3809099692149
"304",464,19.2947886762367,21.3208751836327,19.1903870813177,30.3809099692149
"305",465,65.4726530421151,65.8416031633339,NA,31.689793240447
"306",466,43.8151472179072,31.6472369732143,NA,31.689793240447
"307",469,62.9812812337113,53.4696048165663,94.9251665660736,31.689793240447
"308",470,48.8030058526309,40.5697754899007,85.6328297359145,31.689793240447
"309",472,57.6190090596714,51.3830295701849,70.9028096518511,31.689793240447
"310",473,57.6827489733075,56.3185068482626,122,31.689793240447
"311",474,63.5971312241549,55.8929078978051,93.780219749209,31.689793240447
"312",475,15.7449037248462,15.7029155208494,NA,31.689793240447
"313",478,64.714399194719,62.8545046042399,63.6732547203728,31.689793240447
"314",480,50.4134972522885,43.3764718597897,81.3772309476923,31.689793240447
"315",482,73.8823669721752,55.8170292729958,102.871103291045,65.9376213664605
"316",484,34.2515805793007,70.6686987030025,NA,65.9376213664605
"317",485,56.1350004557514,54.7448979878907,NA,65.9376213664605
"318",486,56.61999975,49.0092805009513,NA,65.9376213664605
"319",488,65.7462214272256,66.9509273499145,83.5842804268616,65.9376213664605
"320",489,78.6928572771375,76.2501196034011,90.6184979657063,65.9376213664605
"321",491,48.5943790582864,63.8228543147989,86.7530483253518,65.9376213664605
"322",493,41.5006451896095,37.1850456755026,52.9755318716238,65.9376213664605
"323",494,35.8157229064099,36.3579209010967,56.1850160090964,65.9376213664605
"324",495,47.0465923816482,48.8418175006066,98.1884054254884,65.9376213664605
"325",497,41.8471080682236,53.573177558993,35.9866541455467,43.4662832896477
"326",498,36.0071300254114,33.4014096719334,38.7309511743886,43.4662832896477
"327",500,64.953698533046,59.4618864392039,NA,43.4662832896477
"328",504,42.5842614571829,37.8011081009658,56.8957373656287,43.4662832896477
"329",505,46.5093207121279,54.868585396979,41.1835452933116,43.4662832896477
"330",507,43.293216350166,42.098588822995,NA,43.4662832896477
"331",508,33.2336173029066,41.9737524807033,27.0712781068857,43.4662832896477
"332",510,45.0351165558519,48.2092950158412,38.1428576803369,43.4662832896477
"333",511,34.7692991761295,39.9277083484405,46.0547574963426,43.4662832896477
"334",514,100.261794250051,92.6553549108472,NA,34.5623348426818
"335",515,64.8214282430536,69.331209230977,NA,34.5623348426818
"336",516,76.0607226268288,60.8573858001657,87.2539275022204,34.5623348426818
"337",519,90.2291315847282,88.4471764380549,122,34.5623348426818
"338",520,76.6329165819167,77.47081664699,NA,34.5623348426818
"339",522,70.4,70.4,NA,34.5623348426818
"340",523,78.3753907061248,80.9988190858619,NA,34.5623348426818
"341",524,95.7956879649569,103.144579692964,122,34.5623348426818
"342",525,56.9901185838175,64.7134301088077,NA,34.5623348426818
"343",526,59.9167881943826,58.2450197150758,56.3162237555493,34.5623348426818
"344",529,61.4047597428864,53.7844193636689,36.599998,45.8309591243867
"345",530,42.7897293426375,40.5186557445105,15.86,45.8309591243867
"346",531,56.4223180247688,51.9614120853593,NA,45.8309591243867
"347",532,54.2843491262645,50.0856568049822,95.8993546400131,45.8309591243867
"348",533,45.0132703448383,45.6403008054656,59.8257475877452,45.8309591243867
"349",536,67.8781850414769,57.464492049019,122,45.8309591243867
"350",538,74.7711111663531,66.6159730589884,93.8432835820896,45.8309591243867
"351",540,37.4435913545538,41.341941912072,31.8399987653818,45.8309591243867
"352",541,50.0504431982739,58.396158084866,NA,45.8309591243867
"353",543,41.2780366610784,56.2629921950281,12.5937500906576,45.8309591243867
"354",545,59.8257504242932,50.1557350152676,81.6455436999854,50.9267415947874
"355",546,53.1805815168995,54.323777697852,NA,50.9267415947874
"356",547,43.3472904258201,35.5493014277566,68.3816197382665,50.9267415947874
"357",550,84.5880162709732,41.0311721412479,119.311626337967,50.9267415947874
"358",551,77.223690596597,51.9823852439728,94.1415429485787,50.9267415947874
"359",552,47.5609060784261,52.4026903518471,55.3927702080856,50.9267415947874
"360",553,44.5565354241977,36.8470458800345,57.6162539371437,50.9267415947874
"361",555,40.3050462696594,42.4670669523297,40.1169999266818,50.9267415947874
"362",556,33.2593690570769,31.1569357947946,50.964136784994,50.9267415947874
"363",557,61.4336996536857,60.4483163360179,58.4338202853125,50.9267415947874
"364",562,44.5727338012662,43.8500891546554,NA,49.0366401097525
"365",563,62.3575916832485,59.5623407162012,99.8390871500142,49.0366401097525
"366",564,89.7910254163986,87.0196379273639,109.780009018747,49.0366401097525
"367",565,61.3805712097663,62.0470605130432,NA,49.0366401097525
"368",566,44.3391992386818,55.3216678932759,30.0005981456137,49.0366401097525
"369",567,25.1219852065117,31.2130100440439,NA,49.0366401097525
"370",570,81.0808790689805,73.2455779172156,104.132201276735,49.0366401097525
"371",573,87.4710348679974,63.0233925018842,96.6782715571924,49.0366401097525
"372",574,46.7147083889492,43.7374674625806,54.1763762963865,49.0366401097525
"373",576,73.7648806711851,74.9458556720653,107.036809511705,49.0366401097525
"374",577,57.7094303411598,64.512675011456,85.0160848054633,42.378735574508
"375",578,45.2000005648889,46.1091323645137,NA,42.378735574508
"376",581,21.1599998850857,19.3446968705214,NA,42.378735574508
"377",582,82.8911109783076,85.8718204058106,NA,42.378735574508
"378",585,29.3832675012232,25.9516849811346,NA,42.378735574508
"379",586,35.7906476615609,37.9985189098131,NA,42.378735574508
"380",587,66.509139427737,60.8004638863789,NA,42.378735574508
"381",589,27.6949230573711,30.1496527147201,36.599998,42.378735574508
"382",590,65.2475810141268,52.6419833710899,88.9137717587872,42.378735574508
"383",592,57.5145155632352,47.7964274383469,63.1091960598088,42.378735574508
"384",594,32.1568986544059,26.4387635747196,37.6510069464734,24.5438368340013
"385",595,41.3619534177476,37.7725130647584,26.2900000112424,24.5438368340013
"386",597,38.7717760725116,37.5876663986955,54.1458182671878,24.5438368340013
"387",598,31.2087319237747,27.9621869063515,34.4422891886374,24.5438368340013
"388",599,29.3544551799437,31.5090873808972,19.52,24.5438368340013
"389",601,29.3575408309036,28.7016081928042,NA,24.5438368340013
"390",602,30.1144856745932,26.7356669503478,46.2023880687857,24.5438368340013
"391",604,93.1437352209827,82.4338443295798,115.384615585678,24.5438368340013
"392",605,36.775332173052,38.2487715152555,45.6173897826087,24.5438368340013
"393",606,47.6859990146435,39.9413748826682,57.6256257300514,24.5438368340013
"394",609,38.4307767654758,38.4452899594636,NA,25.4587377170981
"395",610,53.9134351763783,48.1095410812408,73.1379188744871,25.4587377170981
"396",611,25.7208433523844,24.5234157438475,NA,25.4587377170981
"397",612,83.7383040865416,89.2437392155083,NA,25.4587377170981
"398",613,30.5358242071694,30.3815160594125,NA,25.4587377170981
"399",616,47.2073425185437,50.1473923704981,44.1904765856819,25.4587377170981
"400",619,55.7003506157697,54.8233984217063,NA,25.4587377170981
"401",620,23.4550684260414,23.3901288089166,NA,25.4587377170981
"402",621,29.4112147109607,29.6588786395165,24.01874884375,25.4587377170981
"403",624,28.4088133331854,28.9607303794751,54.8999975,25.4587377170981
"404",625,71.1932529531222,53.065166971907,87.5192291865436,22.702670052492
"405",629,47.3256236586059,41.461412091707,73.199997,22.702670052492
"406",630,28.1308364734099,29.3030592165634,NA,22.702670052492
"407",631,40.5027772105235,42.0128571574356,40.5872333905613,22.702670052492
"408",632,56.242751790498,32.3737744772396,73.9701481637688,22.702670052492
"409",633,47.1878766125767,40.1830910555915,82.6202520179212,22.702670052492
